id,user_id,reference_code,bill_ids,payment_type,payment_method,amount,status,tenant_note,preferred_date,preferred_time,schedule_confirmed,created_at
1127,209,REF-20231013-2951,2951,full,CASH,58687.08,APPROVED,,,,False,2026-05-14 17:37:05.050127+00:00
1128,192,REF-20231017-2339,2339,full,CASH,48844.18,APPROVED,,,,False,2026-05-14 17:37:05.159074+00:00
1129,176,REF-20231010-1763,1763,full,GCASH,67742.91,APPROVED,,,,False,2026-05-14 17:37:05.268707+00:00
1130,210,REF-20231115-2988,2988,full,GCASH,79126.59,APPROVED,,,,False,2026-05-14 17:37:05.378383+00:00
1131,192,REF-20231110-2340,2340,full,GCASH,48407.11,APPROVED,,,,False,2026-05-14 17:37:05.487275+00:00
1132,204,REF-20231115-2772,2772,full,CASH,55740.37,APPROVED,,,,False,2026-05-14 17:37:05.597342+00:00
1133,203,REF-20231115-2736,2736,full,CASH,60397.25,APPROVED,,,,False,2026-05-14 17:37:05.706226+00:00
1134,194,REF-20231110-2412,2412,full,GCASH,78259.56,APPROVED,,,,False,2026-05-14 17:37:05.815200+00:00
1135,209,REF-20231110-2952,2952,full,CASH,57424.11,APPROVED,,,,False,2026-05-14 17:37:05.924754+00:00
1136,188,REF-20231105-2196,2196,full,GCASH,67470.19,APPROVED,,,,False,2026-05-14 17:37:06.035805+00:00
1137,206,REF-20231115-2844,2844,full,CASH,67580.62,APPROVED,,,,False,2026-05-14 17:37:06.145517+00:00
1138,182,REF-20231110-1980,1980,full,GCASH,79074.31,APPROVED,,,,False,2026-05-14 17:37:06.255459+00:00
1139,176,REF-20231110-1764,1764,full,CASH,64803.87,APPROVED,,,,False,2026-05-14 17:37:06.365184+00:00
1140,200,REF-20231115-2628,2628,full,GCASH,73529.21,APPROVED,,,,False,2026-05-14 17:37:06.474233+00:00
1141,198,REF-20231110-2556,2556,full,CASH,105828.65,APPROVED,,,,False,2026-05-14 17:37:06.582948+00:00
1142,197,REF-20231115-2520,2520,full,GCASH,66227.11,APPROVED,,,,False,2026-05-14 17:37:06.692546+00:00
1143,185,REF-20231110-2088,2088,full,CASH,85091.50,APPROVED,,,,False,2026-05-14 17:37:06.803420+00:00
1144,181,REF-20231105-1944,1944,full,GCASH,44635.89,APPROVED,,,,False,2026-05-14 17:37:06.912306+00:00
1145,174,REF-20231113-1692,1692,full,CASH,67174.72,APPROVED,,,,False,2026-05-14 17:37:07.022823+00:00
1146,196,REF-20231115-2484,2484,full,GCASH,45824.76,APPROVED,,,,False,2026-05-14 17:37:07.133815+00:00
1147,173,REF-20231110-1656,1656,full,CASH,124171.35,APPROVED,,,,False,2026-05-14 17:37:07.243784+00:00
1148,191,REF-20231115-2304,2304,full,CASH,78080.26,APPROVED,,,,False,2026-05-14 17:37:07.353528+00:00
1149,195,REF-20231115-2448,2448,full,CASH,101239.19,APPROVED,,,,False,2026-05-14 17:37:07.463778+00:00
1150,187,REF-20231105-2160,2160,full,GCASH,111308.55,APPROVED,,,,False,2026-05-14 17:37:07.582397+00:00
1151,190,REF-20231105-2268,2268,full,GCASH,96668.68,APPROVED,,,,False,2026-05-14 17:37:07.692321+00:00
1152,201,REF-20231105-2664,2664,full,CASH,123554.86,APPROVED,,,,False,2026-05-14 17:37:07.802045+00:00
1153,175,REF-20231115-1728,1728,full,CASH,68312.64,APPROVED,,,,False,2026-05-14 17:37:07.910688+00:00
1154,180,REF-20231110-1908,1908,full,CASH,46390.86,APPROVED,,,,False,2026-05-14 17:37:08.019888+00:00
1155,189,REF-20231110-2232,2232,full,GCASH,41564.25,APPROVED,,,,False,2026-05-14 17:37:08.129072+00:00
1156,208,REF-20231115-2916,2916,full,GCASH,91681.76,APPROVED,,,,False,2026-05-14 17:37:08.238672+00:00
1157,193,REF-20231116-2376,2376,full,GCASH,92827.06,APPROVED,,,,False,2026-05-14 17:37:08.347799+00:00
1158,186,REF-20231120-2124,2124,full,GCASH,95200.15,APPROVED,,,,False,2026-05-14 17:37:08.457282+00:00
1159,177,REF-20231110-1800,1800,full,GCASH,66484.38,APPROVED,,,,False,2026-05-14 17:37:08.567210+00:00
1160,178,REF-20231105-1836,1836,full,GCASH,62181.13,APPROVED,,,,False,2026-05-14 17:37:08.676908+00:00
1161,207,REF-20231110-2880,2880,full,CASH,63188.87,APPROVED,,,,False,2026-05-14 17:37:08.785241+00:00
1162,199,REF-20231105-2592,2592,full,CASH,50261.45,APPROVED,,,,False,2026-05-14 17:37:08.894284+00:00
1163,211,REF-20231110-3024,3024,full,CASH,88891.74,APPROVED,,,,False,2026-05-14 17:37:09.004229+00:00
1164,184,REF-20231225-2052,2052,full,CASH,83520.04,APPROVED,,,,False,2026-05-14 17:37:09.113885+00:00
1165,183,REF-20231115-2016,2016,full,CASH,103330.19,APPROVED,,,,False,2026-05-14 17:37:09.223112+00:00
1166,202,REF-20231110-2700,2700,full,GCASH,81061.27,APPROVED,,,,False,2026-05-14 17:37:09.333489+00:00
1167,205,REF-20231105-2808,2808,full,GCASH,42790.05,APPROVED,,,,False,2026-05-14 17:37:09.442206+00:00
1168,179,REF-20231114-1872,1872,full,CASH,112012.31,APPROVED,,,,False,2026-05-14 17:37:09.551980+00:00
1169,184,REF-20231215-2053,2053,full,CASH,81524.98,APPROVED,,,,False,2026-05-14 17:37:09.661914+00:00
1170,189,REF-20231210-2233,2233,full,GCASH,41407.20,APPROVED,,,,False,2026-05-14 17:37:09.771325+00:00
1171,191,REF-20231215-2305,2305,full,CASH,76082.32,APPROVED,,,,False,2026-05-14 17:37:09.882373+00:00
1172,201,REF-20231208-2665,2665,full,GCASH,119789.59,APPROVED,,,,False,2026-05-14 17:37:09.993569+00:00
1173,199,REF-20231210-2593,2593,full,GCASH,50676.20,APPROVED,,,,False,2026-05-14 17:37:10.106839+00:00
1174,186,REF-20231215-2125,2125,full,CASH,92942.20,APPROVED,,,,False,2026-05-14 17:37:10.216929+00:00
1175,195,REF-20231215-2449,2449,full,CASH,98553.08,APPROVED,,,,False,2026-05-14 17:37:10.328304+00:00
1176,205,REF-20231205-2809,2809,full,CASH,43339.95,APPROVED,,,,False,2026-05-14 17:37:10.437710+00:00
1177,180,REF-20231216-1909,1909,full,GCASH,45402.21,APPROVED,,,,False,2026-05-14 17:37:10.551817+00:00
1178,178,REF-20231205-1837,1837,full,GCASH,60853.42,APPROVED,,,,False,2026-05-14 17:37:10.661720+00:00
1179,207,REF-20231227-2881,2881,full,CASH,60842.27,APPROVED,,,,False,2026-05-14 17:37:10.771511+00:00
1180,211,REF-20240104-3025,3025,full,GCASH,84510.09,APPROVED,,,,False,2026-05-14 17:37:10.882056+00:00
1181,209,REF-20231210-2953,2953,full,GCASH,55283.46,APPROVED,,,,False,2026-05-14 17:37:10.992463+00:00
1182,188,REF-20231206-2197,2197,full,GCASH,66166.96,APPROVED,,,,False,2026-05-14 17:37:11.106532+00:00
1183,200,REF-20231220-2629,2629,full,GCASH,71645.27,APPROVED,,,,False,2026-05-14 17:37:11.216870+00:00
1184,210,REF-20231215-2989,2989,full,CASH,76944.63,APPROVED,,,,False,2026-05-14 17:37:11.329098+00:00
1185,182,REF-20231210-1981,1981,full,GCASH,75749.56,APPROVED,,,,False,2026-05-14 17:37:11.438710+00:00
1186,197,REF-20231215-2521,2521,full,GCASH,64367.32,APPROVED,,,,False,2026-05-14 17:37:11.552798+00:00
1187,175,REF-20231216-1729,1729,full,CASH,66917.73,APPROVED,,,,False,2026-05-14 17:37:11.663976+00:00
1188,181,REF-20231212-1945,1945,full,GCASH,43487.31,APPROVED,,,,False,2026-05-14 17:37:11.787606+00:00
1189,203,REF-20231215-2737,2737,full,CASH,58145.75,APPROVED,,,,False,2026-05-14 17:37:11.897204+00:00
1190,185,REF-20231210-2089,2089,full,GCASH,81891.40,APPROVED,,,,False,2026-05-14 17:37:12.006465+00:00
1191,202,REF-20231210-2701,2701,full,GCASH,79806.52,APPROVED,,,,False,2026-05-14 17:37:12.116667+00:00
1192,204,REF-20231215-2773,2773,full,CASH,53940.79,APPROVED,,,,False,2026-05-14 17:37:12.228090+00:00
1193,176,REF-20231210-1765,1765,full,CASH,63576.27,APPROVED,,,,False,2026-05-14 17:37:12.337559+00:00
1194,183,REF-20231215-2017,2017,full,CASH,100221.08,APPROVED,,,,False,2026-05-14 17:37:12.447485+00:00
1195,177,REF-20231210-1801,1801,full,CASH,64809.48,APPROVED,,,,False,2026-05-14 17:37:12.559065+00:00
1196,196,REF-20231225-2485,2485,full,CASH,44279.01,APPROVED,,,,False,2026-05-14 17:37:12.668561+00:00
1197,208,REF-20231215-2917,2917,full,GCASH,90231.62,APPROVED,,,,False,2026-05-14 17:37:12.778170+00:00
1198,190,REF-20231205-2269,2269,full,GCASH,94196.17,APPROVED,,,,False,2026-05-14 17:37:12.887196+00:00
1199,193,REF-20231210-2377,2377,full,GCASH,90233.56,APPROVED,,,,False,2026-05-14 17:37:12.995859+00:00
1200,206,REF-20231215-2845,2845,full,GCASH,67379.89,APPROVED,,,,False,2026-05-14 17:37:13.109085+00:00
1201,194,REF-20231210-2413,2413,full,GCASH,76248.51,APPROVED,,,,False,2026-05-14 17:37:13.219406+00:00
1202,192,REF-20231210-2341,2341,full,GCASH,46733.41,APPROVED,,,,False,2026-05-14 17:37:13.328594+00:00
1203,187,REF-20231205-2161,2161,full,CASH,109661.10,APPROVED,,,,False,2026-05-14 17:37:13.438270+00:00
1204,179,REF-20231210-1873,1873,full,GCASH,107721.71,APPROVED,,,,False,2026-05-14 17:37:13.548965+00:00
1205,174,REF-20231210-1693,1693,full,CASH,64484.47,APPROVED,,,,False,2026-05-14 17:37:13.658421+00:00
1206,198,REF-20231211-2557,2557,full,CASH,103776.80,APPROVED,,,,False,2026-05-14 17:37:13.771786+00:00
1207,173,REF-20231210-1657,1657,full,GCASH,120807.60,APPROVED,,,,False,2026-05-14 17:37:13.881626+00:00
1208,175,REF-20240115-1730,1730,full,GCASH,65065.53,APPROVED,,,,False,2026-05-14 17:37:13.990650+00:00
1209,173,REF-20240110-1658,1658,full,CASH,118462.20,APPROVED,,,,False,2026-05-14 17:37:14.099853+00:00
1210,183,REF-20240127-2018,2018,full,CASH,97781.33,APPROVED,,,,False,2026-05-14 17:37:14.209331+00:00
1211,187,REF-20240108-2162,2162,full,CASH,107005.65,APPROVED,,,,False,2026-05-14 17:37:14.319094+00:00
1212,211,REF-20240110-3026,3026,full,CASH,83128.86,APPROVED,,,,False,2026-05-14 17:37:14.428883+00:00
1213,196,REF-20240110-2486,2486,full,CASH,43089.84,APPROVED,,,,False,2026-05-14 17:37:14.538378+00:00
1214,208,REF-20240115-2918,2918,full,CASH,86027.87,APPROVED,,,,False,2026-05-14 17:37:14.647960+00:00
1215,209,REF-20240110-2954,2954,full,CASH,55169.34,APPROVED,,,,False,2026-05-14 17:37:14.757105+00:00
1216,180,REF-20240112-1910,1910,full,CASH,44118.54,APPROVED,,,,False,2026-05-14 17:37:14.866362+00:00
1217,199,REF-20240105-2594,2594,full,GCASH,48317.60,APPROVED,,,,False,2026-05-14 17:37:14.976590+00:00
1218,178,REF-20240105-1838,1838,full,CASH,58334.56,APPROVED,,,,False,2026-05-14 17:37:15.086756+00:00
1219,193,REF-20240110-2378,2378,full,CASH,88362.34,APPROVED,,,,False,2026-05-14 17:37:15.195476+00:00
1220,201,REF-20240105-2666,2666,full,CASH,116669.17,APPROVED,,,,False,2026-05-14 17:37:15.304295+00:00
1221,179,REF-20240110-1874,1874,full,GCASH,106059.44,APPROVED,,,,False,2026-05-14 17:37:15.413835+00:00
1222,190,REF-20240105-2270,2270,full,CASH,91774.96,APPROVED,,,,False,2026-05-14 17:37:15.524853+00:00
1223,210,REF-20240115-2990,2990,full,GCASH,74317.53,APPROVED,,,,False,2026-05-14 17:37:15.634848+00:00
1224,176,REF-20240116-1766,1766,full,GCASH,62444.88,APPROVED,,,,False,2026-05-14 17:37:15.744665+00:00
1225,203,REF-20240116-2738,2738,full,GCASH,56827.85,APPROVED,,,,False,2026-05-14 17:37:15.854476+00:00
1226,205,REF-20240112-2810,2810,full,CASH,41350.05,APPROVED,,,,False,2026-05-14 17:37:15.964072+00:00
1227,195,REF-20240119-2450,2450,full,GCASH,95502.68,APPROVED,,,,False,2026-05-14 17:37:16.073432+00:00
1228,206,REF-20240115-2846,2846,full,GCASH,64777.39,APPROVED,,,,False,2026-05-14 17:37:16.182926+00:00
1229,204,REF-20240115-2774,2774,full,CASH,53457.34,APPROVED,,,,False,2026-05-14 17:37:16.292216+00:00
1230,194,REF-20240115-2414,2414,full,CASH,72984.39,APPROVED,,,,False,2026-05-14 17:37:16.401994+00:00
1231,181,REF-20240105-1946,1946,full,GCASH,43085.28,APPROVED,,,,False,2026-05-14 17:37:16.510762+00:00
1232,186,REF-20240115-2126,2126,full,GCASH,89544.55,APPROVED,,,,False,2026-05-14 17:37:16.621012+00:00
1233,185,REF-20240110-2090,2090,full,CASH,80465.50,APPROVED,,,,False,2026-05-14 17:37:16.729829+00:00
1234,198,REF-20240110-2558,2558,full,CASH,100752.65,APPROVED,,,,False,2026-05-14 17:37:16.839166+00:00
1235,197,REF-20240115-2522,2522,full,CASH,61925.47,APPROVED,,,,False,2026-05-14 17:37:16.948482+00:00
1236,189,REF-20240110-2234,2234,full,GCASH,39913.65,APPROVED,,,,False,2026-05-14 17:37:17.057692+00:00
1237,200,REF-20240115-2630,2630,full,CASH,69617.27,APPROVED,,,,False,2026-05-14 17:37:17.167635+00:00
1238,188,REF-20240105-2198,2198,full,CASH,64980.73,APPROVED,,,,False,2026-05-14 17:37:17.278115+00:00
1239,192,REF-20240110-2342,2342,full,GCASH,44980.99,APPROVED,,,,False,2026-05-14 17:37:17.388009+00:00
1240,202,REF-20240110-2702,2702,full,GCASH,77641.18,APPROVED,,,,False,2026-05-14 17:37:17.497503+00:00
1241,184,REF-20240115-2054,2054,full,GCASH,79360.33,APPROVED,,,,False,2026-05-14 17:37:17.607330+00:00
1242,174,REF-20240110-1694,1694,full,GCASH,62165.23,APPROVED,,,,False,2026-05-14 17:37:17.717228+00:00
1243,182,REF-20240110-1982,1982,full,GCASH,73869.79,APPROVED,,,,False,2026-05-14 17:37:17.827302+00:00
1244,191,REF-20240115-2306,2306,full,GCASH,74664.22,APPROVED,,,,False,2026-05-14 17:37:17.936840+00:00
1245,207,REF-20240110-2882,2882,full,CASH,58914.23,APPROVED,,,,False,2026-05-14 17:37:18.045697+00:00
1246,177,REF-20240110-1802,1802,full,GCASH,63429.42,APPROVED,,,,False,2026-05-14 17:37:18.154950+00:00
1247,198,REF-20240210-2559,2559,full,CASH,97923.20,APPROVED,,,,False,2026-05-14 17:37:18.264907+00:00
1248,193,REF-20240210-2379,2379,full,GCASH,85601.89,APPROVED,,,,False,2026-05-14 17:37:18.374911+00:00
1249,211,REF-20240210-3027,3027,full,GCASH,81054.81,APPROVED,,,,False,2026-05-14 17:37:18.483714+00:00
1250,174,REF-20240210-1695,1695,full,GCASH,61837.48,APPROVED,,,,False,2026-05-14 17:37:18.593160+00:00
1251,210,REF-20240215-2991,2991,full,CASH,72161.67,APPROVED,,,,False,2026-05-14 17:37:18.701679+00:00
1252,175,REF-20240215-1731,1731,full,GCASH,62245.02,APPROVED,,,,False,2026-05-14 17:37:18.811363+00:00
1253,209,REF-20240210-2955,2955,full,CASH,52209.24,APPROVED,,,,False,2026-05-14 17:37:18.920628+00:00
1254,176,REF-20240210-1767,1767,full,CASH,60178.68,APPROVED,,,,False,2026-05-14 17:37:19.030154+00:00
1255,208,REF-20240215-2919,2919,full,GCASH,85681.13,APPROVED,,,,False,2026-05-14 17:37:19.140572+00:00
1256,177,REF-20240210-1803,1803,full,GCASH,61749.12,APPROVED,,,,False,2026-05-14 17:37:19.249570+00:00
1257,207,REF-20240217-2883,2883,full,GCASH,58040.03,APPROVED,,,,False,2026-05-14 17:37:19.359387+00:00
1258,178,REF-20240207-1839,1839,full,GCASH,57337.21,APPROVED,,,,False,2026-05-14 17:37:19.469930+00:00
1259,206,REF-20240222-2847,2847,full,CASH,62529.61,APPROVED,,,,False,2026-05-14 17:37:19.579547+00:00
1260,179,REF-20240210-1875,1875,full,CASH,102535.19,APPROVED,,,,False,2026-05-14 17:37:19.690875+00:00
1261,205,REF-20240205-2811,2811,full,CASH,40299.30,APPROVED,,,,False,2026-05-14 17:37:19.802035+00:00
1262,180,REF-20240210-1911,1911,full,CASH,43398.54,APPROVED,,,,False,2026-05-14 17:37:19.912303+00:00
1263,204,REF-20240406-2775,2775,full,CASH,51373.81,APPROVED,,,,False,2026-05-14 17:37:20.021419+00:00
1264,181,REF-20240205-1947,1947,full,GCASH,41958.93,APPROVED,,,,False,2026-05-14 17:37:20.132154+00:00
1265,173,REF-20240210-1659,1659,full,GCASH,113276.85,APPROVED,,,,False,2026-05-14 17:37:20.241944+00:00
1266,203,REF-20240215-2739,2739,full,GCASH,55879.10,APPROVED,,,,False,2026-05-14 17:37:20.353399+00:00
1267,182,REF-20240214-1983,1983,full,GCASH,72412.99,APPROVED,,,,False,2026-05-14 17:37:20.462032+00:00
1268,183,REF-20240320-2019,2019,full,CASH,95110.97,APPROVED,,,,False,2026-05-14 17:37:20.571303+00:00
1269,202,REF-20240217-2703,2703,full,CASH,75653.38,APPROVED,,,,False,2026-05-14 17:37:20.681501+00:00
1270,184,REF-20240215-2055,2055,full,GCASH,76950.37,APPROVED,,,,False,2026-05-14 17:37:20.790837+00:00
1271,201,REF-20240205-2667,2667,full,GCASH,113517.67,APPROVED,,,,False,2026-05-14 17:37:20.899212+00:00
1272,185,REF-20240210-2091,2091,full,GCASH,78401.20,APPROVED,,,,False,2026-05-14 17:37:21.008849+00:00
1273,200,REF-20240215-2631,2631,full,GCASH,67129.43,APPROVED,,,,False,2026-05-14 17:37:21.118967+00:00
1274,186,REF-20240215-2127,2127,full,CASH,86744.35,APPROVED,,,,False,2026-05-14 17:37:21.228405+00:00
1275,199,REF-20240205-2595,2595,full,CASH,46221.65,APPROVED,,,,False,2026-05-14 17:37:21.338719+00:00
1276,187,REF-20240207-2163,2163,full,CASH,102392.70,APPROVED,,,,False,2026-05-14 17:37:21.447803+00:00
1277,188,REF-20240205-2199,2199,full,GCASH,60938.23,APPROVED,,,,False,2026-05-14 17:37:21.557018+00:00
1278,197,REF-20240215-2523,2523,full,CASH,60054.43,APPROVED,,,,False,2026-05-14 17:37:21.666654+00:00
1279,189,REF-20240210-2235,2235,full,GCASH,38517.75,APPROVED,,,,False,2026-05-14 17:37:21.776516+00:00
1280,196,REF-20240210-2487,2487,full,CASH,41843.34,APPROVED,,,,False,2026-05-14 17:37:21.886154+00:00
1281,190,REF-20240208-2271,2271,full,CASH,89213.86,APPROVED,,,,False,2026-05-14 17:37:21.995290+00:00
1282,195,REF-20240215-2451,2451,full,GCASH,94148.57,APPROVED,,,,False,2026-05-14 17:37:22.104786+00:00
1283,191,REF-20240220-2307,2307,full,GCASH,73082.08,APPROVED,,,,False,2026-05-14 17:37:22.213977+00:00
1284,194,REF-20240212-2415,2415,full,CASH,72659.94,APPROVED,,,,False,2026-05-14 17:37:22.323728+00:00
1285,192,REF-20240210-2343,2343,full,CASH,44920.99,APPROVED,,,,False,2026-05-14 17:37:22.435399+00:00
1286,188,REF-20240309-2200,2200,full,GCASH,60604.75,APPROVED,,,,False,2026-05-14 17:37:22.545894+00:00
1287,210,REF-20240315-2992,2992,full,GCASH,70922.91,APPROVED,,,,False,2026-05-14 17:37:22.655811+00:00
1288,183,REF-20240315-2020,2020,full,GCASH,92617.01,APPROVED,,,,False,2026-05-14 17:37:22.766689+00:00
1289,174,REF-20240310-1696,1696,full,GCASH,59347.69,APPROVED,,,,False,2026-05-14 17:37:22.877745+00:00
1290,208,REF-20240315-2920,2920,full,CASH,82311.74,APPROVED,,,,False,2026-05-14 17:37:22.987471+00:00
1291,194,REF-20240310-2416,2416,full,GCASH,69741.87,APPROVED,,,,False,2026-05-14 17:37:23.097266+00:00
1292,193,REF-20240310-2380,2380,full,GCASH,82203.82,APPROVED,,,,False,2026-05-14 17:37:23.207114+00:00
1293,191,REF-20240315-2308,2308,full,GCASH,70909.54,APPROVED,,,,False,2026-05-14 17:37:23.317747+00:00
1294,202,REF-20240310-2704,2704,full,CASH,72892.24,APPROVED,,,,False,2026-05-14 17:37:23.427548+00:00
1295,204,REF-20240315-2776,2776,full,GCASH,50174.08,APPROVED,,,,False,2026-05-14 17:37:23.537214+00:00
1296,209,REF-20240310-2956,2956,full,GCASH,51012.87,APPROVED,,,,False,2026-05-14 17:37:23.646714+00:00
1297,181,REF-20240305-1948,1948,full,GCASH,39999.45,APPROVED,,,,False,2026-05-14 17:37:23.756239+00:00
1298,173,REF-20240310-1660,1660,full,GCASH,110828.40,APPROVED,,,,False,2026-05-14 17:37:23.866911+00:00
1299,185,REF-20240501-2092,2092,full,GCASH,76356.10,APPROVED,,,,False,2026-05-14 17:37:23.976410+00:00
1300,187,REF-20240305-2164,2164,full,GCASH,99951.00,APPROVED,,,,False,2026-05-14 17:37:24.087035+00:00
1301,200,REF-20240315-2632,2632,full,CASH,65670.74,APPROVED,,,,False,2026-05-14 17:37:24.196679+00:00
1302,189,REF-20240312-2236,2236,full,GCASH,38360.25,APPROVED,,,,False,2026-05-14 17:37:24.305767+00:00
1303,197,REF-20240315-2524,2524,full,GCASH,59316.49,APPROVED,,,,False,2026-05-14 17:37:24.416587+00:00
1304,192,REF-20240310-2344,2344,full,GCASH,42891.82,APPROVED,,,,False,2026-05-14 17:37:24.526282+00:00
1305,177,REF-20240310-1804,1804,full,GCASH,59180.61,APPROVED,,,,False,2026-05-14 17:37:24.635804+00:00
1306,207,REF-20240310-2884,2884,full,GCASH,55410.44,APPROVED,,,,False,2026-05-14 17:37:24.745778+00:00
1307,206,REF-20240315-2848,2848,full,GCASH,60860.08,APPROVED,,,,False,2026-05-14 17:37:24.855728+00:00
1308,179,REF-20240310-1876,1876,full,CASH,98859.62,APPROVED,,,,False,2026-05-14 17:37:24.967169+00:00
1309,178,REF-20240501-1840,1840,full,CASH,55192.30,APPROVED,,,,False,2026-05-14 17:37:25.077122+00:00
1310,184,REF-20240315-2056,2056,full,GCASH,73943.71,APPROVED,,,,False,2026-05-14 17:37:25.187530+00:00
1311,201,REF-20240308-2668,2668,full,GCASH,110571.85,APPROVED,,,,False,2026-05-14 17:37:25.297277+00:00
1312,190,REF-20240312-2272,2272,full,CASH,87611.20,APPROVED,,,,False,2026-05-14 17:37:25.406942+00:00
1313,196,REF-20240310-2488,2488,full,GCASH,41513.67,APPROVED,,,,False,2026-05-14 17:37:25.516682+00:00
1314,182,REF-20240310-1984,1984,full,GCASH,70441.42,APPROVED,,,,False,2026-05-14 17:37:25.626454+00:00
1315,203,REF-20240315-2740,2740,full,CASH,54191.00,APPROVED,,,,False,2026-05-14 17:37:25.736118+00:00
1316,198,REF-20240310-2560,2560,full,CASH,95354.00,APPROVED,,,,False,2026-05-14 17:37:25.845740+00:00
1317,195,REF-20240315-2452,2452,full,CASH,91789.61,APPROVED,,,,False,2026-05-14 17:37:25.955140+00:00
1318,199,REF-20240312-2596,2596,full,CASH,45442.55,APPROVED,,,,False,2026-05-14 17:37:26.065486+00:00
1319,186,REF-20240315-2128,2128,full,GCASH,85669.45,APPROVED,,,,False,2026-05-14 17:37:26.174990+00:00
1320,175,REF-20240315-1732,1732,full,GCASH,61455.36,APPROVED,,,,False,2026-05-14 17:37:26.287598+00:00
1321,205,REF-20240305-2812,2812,full,CASH,38938.95,APPROVED,,,,False,2026-05-14 17:37:26.397387+00:00
1322,180,REF-20240310-1912,1912,full,CASH,41866.92,APPROVED,,,,False,2026-05-14 17:37:26.508935+00:00
1323,176,REF-20240310-1768,1768,full,GCASH,57758.04,APPROVED,,,,False,2026-05-14 17:37:26.621772+00:00
1324,211,REF-20240310-3028,3028,full,CASH,79107.03,APPROVED,,,,False,2026-05-14 17:37:26.731193+00:00
1325,179,REF-20240410-1877,1877,full,CASH,97421.45,APPROVED,,,,False,2026-05-14 17:37:26.841559+00:00
1326,189,REF-20240410-2237,2237,full,CASH,37315.80,APPROVED,,,,False,2026-05-14 17:37:26.950667+00:00
1327,192,REF-20240410-2345,2345,full,CASH,42392.65,APPROVED,,,,False,2026-05-14 17:37:27.059814+00:00
1328,188,REF-20240405-2201,2201,full,GCASH,58059.52,APPROVED,,,,False,2026-05-14 17:37:27.169084+00:00
1329,208,REF-20240418-2921,2921,full,CASH,79840.49,APPROVED,,,,False,2026-05-14 17:37:27.281230+00:00
1330,197,REF-20240415-2525,2525,full,GCASH,57427.69,APPROVED,,,,False,2026-05-14 17:37:27.390506+00:00
1331,177,REF-20240410-1805,1805,full,GCASH,57703.35,APPROVED,,,,False,2026-05-14 17:37:27.500739+00:00
1332,173,REF-20240410-1661,1661,full,GCASH,107559.15,APPROVED,,,,False,2026-05-14 17:37:27.611812+00:00
1333,182,REF-20240410-1985,1985,full,GCASH,69292.45,APPROVED,,,,False,2026-05-14 17:37:27.722272+00:00
1334,203,REF-20240416-2741,2741,full,GCASH,51548.75,APPROVED,,,,False,2026-05-14 17:37:27.831283+00:00
1335,211,REF-20240413-3029,3029,full,GCASH,76165.20,APPROVED,,,,False,2026-05-14 17:37:27.941298+00:00
1336,201,REF-20240405-2669,2669,full,CASH,107525.23,APPROVED,,,,False,2026-05-14 17:37:28.055053+00:00
1337,174,REF-20240411-1697,1697,full,GCASH,57178.75,APPROVED,,,,False,2026-05-14 17:37:28.164969+00:00
1338,194,REF-20240410-2417,2417,full,GCASH,68284.50,APPROVED,,,,False,2026-05-14 17:37:28.276297+00:00
1339,181,REF-20240405-1949,1949,full,GCASH,40192.77,APPROVED,,,,False,2026-05-14 17:37:28.387150+00:00
1340,185,REF-20240417-2093,2093,full,GCASH,73766.05,APPROVED,,,,False,2026-05-14 17:37:28.496705+00:00
1341,202,REF-20240410-2705,2705,full,GCASH,72172.75,APPROVED,,,,False,2026-05-14 17:37:28.617763+00:00
1342,200,REF-20240415-2633,2633,full,CASH,63890.24,APPROVED,,,,False,2026-05-14 17:37:28.726490+00:00
1343,204,REF-20240415-2777,2777,full,GCASH,48200.68,APPROVED,,,,False,2026-05-14 17:37:28.838227+00:00
1344,191,REF-20240415-2309,2309,full,GCASH,68668.39,APPROVED,,,,False,2026-05-14 17:37:28.947362+00:00
1345,210,REF-20240425-2993,2993,full,GCASH,68185.56,APPROVED,,,,False,2026-05-14 17:37:29.056963+00:00
1346,183,REF-20240415-2021,2021,full,CASH,90251.51,APPROVED,,,,False,2026-05-14 17:37:29.166970+00:00
1347,180,REF-20240410-1913,1913,full,GCASH,41451.30,APPROVED,,,,False,2026-05-14 17:37:29.276251+00:00
1348,205,REF-20240405-2813,2813,full,CASH,38481.75,APPROVED,,,,False,2026-05-14 17:37:29.386168+00:00
1349,186,REF-20240415-2129,2129,full,CASH,83263.60,APPROVED,,,,False,2026-05-14 17:37:29.495201+00:00
1350,175,REF-20240415-1733,1733,full,GCASH,59467.26,APPROVED,,,,False,2026-05-14 17:37:29.605122+00:00
1351,199,REF-20240405-2597,2597,full,GCASH,43714.40,APPROVED,,,,False,2026-05-14 17:37:29.713851+00:00
1352,195,REF-20240422-2453,2453,full,GCASH,87582.71,APPROVED,,,,False,2026-05-14 17:37:29.822663+00:00
1353,190,REF-20240405-2273,2273,full,GCASH,85018.99,APPROVED,,,,False,2026-05-14 17:37:29.946568+00:00
1354,193,REF-20240410-2381,2381,full,CASH,80546.35,APPROVED,,,,False,2026-05-14 17:37:30.056123+00:00
1355,206,REF-20240415-2849,2849,full,GCASH,58307.53,APPROVED,,,,False,2026-05-14 17:37:30.166732+00:00
1356,187,REF-20240405-2165,2165,full,GCASH,97441.35,APPROVED,,,,False,2026-05-14 17:37:30.276719+00:00
