id,lease_id,billing_month,due_date,base_rent,water_amount,interest,total_due,status,rent_paid,water_paid,rent_paid_at,water_paid_at,paid_at,payment_reference,water_computed_from_system,source_water_reading_id
2216,160,2025-07-01,2025-07-05,13039.00,1943.55,0.00,14982.55,PAID,13039.00,1943.55,,,2025-07-05 00:00:00+00:00,REF-20250705-2216,True,1748
2828,177,2025-07-01,2025-07-05,8325.00,1685.70,0.00,10010.70,PAID,8325.00,1685.70,,,2025-07-05 00:00:00+00:00,REF-20250705-2828,True,2360
2036,155,2025-07-01,2025-07-15,20483.00,1350.00,0.00,21833.00,PAID,20483.00,1350.00,,,2025-07-15 00:00:00+00:00,REF-20250715-2036,True,1568
3008,182,2025-07-01,2025-07-15,15393.00,2876.85,0.00,18269.85,PAID,15393.00,2876.85,,,2025-07-15 00:00:00+00:00,REF-20250715-3008,True,2540
2576,170,2025-07-01,2025-07-10,21005.00,2088.90,0.00,23093.90,PAID,21005.00,2088.90,,,2025-07-30 00:00:00+00:00,REF-20250730-2576,True,2108
1856,150,2025-07-01,2025-07-05,12073.00,2123.55,0.00,14196.55,PAID,12073.00,2123.55,,,2025-07-05 00:00:00+00:00,REF-20250705-1856,True,1388
2936,180,2025-07-01,2025-07-15,18152.00,2786.85,0.00,20938.85,PAID,18152.00,2786.85,,,2025-07-15 00:00:00+00:00,REF-20250715-2936,True,2468
2108,157,2025-07-01,2025-07-10,16615.00,3113.10,0.00,19728.10,PAID,16615.00,3113.10,,,2025-07-10 00:00:00+00:00,REF-20250710-2108,True,1640
1712,146,2025-07-01,2025-07-10,12967.00,2401.20,0.00,15368.20,PAID,12967.00,2401.20,,,2025-07-10 00:00:00+00:00,REF-20250710-1712,True,1244
2720,174,2025-07-01,2025-07-10,15982.00,3053.70,0.00,19035.70,PAID,15982.00,3053.70,,,2025-07-10 00:00:00+00:00,REF-20250710-2720,True,2252
2360,164,2025-07-01,2025-07-10,9196.00,2629.80,0.00,11825.80,PAID,9196.00,2629.80,,,2025-07-10 00:00:00+00:00,REF-20250710-2360,True,1892
2864,178,2025-07-01,2025-07-15,13339.00,2618.10,0.00,15957.10,PAID,13339.00,2618.10,,,2025-07-15 00:00:00+00:00,REF-20250715-2864,True,2396
2288,162,2025-07-01,2025-07-05,19048.00,3055.95,0.00,22103.95,PAID,19048.00,3055.95,,,2025-07-05 00:00:00+00:00,REF-20250705-2288,True,1820
2648,172,2025-07-01,2025-07-15,14372.00,1881.45,0.00,16253.45,PAID,14372.00,1881.45,,,2025-07-15 00:00:00+00:00,REF-20250715-2648,True,2180
2756,175,2025-07-01,2025-07-15,11675.00,1412.10,0.00,13087.10,PAID,11675.00,1412.10,,,2025-08-01 00:00:00+00:00,REF-20250801-2756,True,2288
2144,158,2025-07-01,2025-07-15,18790.00,1633.95,0.00,20423.95,PAID,18790.00,1633.95,,,2025-07-18 00:00:00+00:00,REF-20250718-2144,True,1676
2432,166,2025-07-01,2025-07-10,15261.00,2727.45,0.00,17988.45,PAID,15261.00,2727.45,,,2025-09-05 00:00:00+00:00,REF-20250905-2432,True,1964
3044,183,2025-07-01,2025-07-10,17289.00,2778.75,0.00,20067.75,PAID,17289.00,2778.75,,,2025-07-10 00:00:00+00:00,REF-20250710-3044,True,2576
1748,147,2025-07-01,2025-07-15,13413.00,2726.10,0.00,16139.10,PAID,13413.00,2726.10,,,2025-07-19 00:00:00+00:00,REF-20250719-1748,True,1280
2504,168,2025-07-01,2025-07-10,8811.00,2286.90,0.00,11097.90,PAID,8811.00,2286.90,,,2025-07-10 00:00:00+00:00,REF-20250710-2504,True,2036
2972,181,2025-07-01,2025-07-10,10986.00,1873.80,0.00,12859.80,PAID,10986.00,1873.80,,,2025-07-10 00:00:00+00:00,REF-20250710-2972,True,2504
1820,149,2025-07-01,2025-07-10,12918.00,1551.60,0.00,14469.60,PAID,12918.00,1551.60,,,2025-07-14 00:00:00+00:00,REF-20250714-1820,True,1352
2396,165,2025-07-01,2025-07-10,18241.00,3466.35,0.00,21707.35,PAID,18241.00,3466.35,,,2025-08-09 00:00:00+00:00,REF-20250809-2396,True,1928
2252,161,2025-07-01,2025-07-10,8100.00,2526.75,0.00,10626.75,PAID,8100.00,2526.75,,,2025-07-10 00:00:00+00:00,REF-20250710-2252,True,1784
2072,156,2025-07-01,2025-07-15,16423.00,2409.30,0.00,18832.30,PAID,16423.00,2409.30,,,2025-07-15 00:00:00+00:00,REF-20250715-2072,True,1604
2900,179,2025-07-01,2025-07-10,12137.00,1474.65,0.00,13611.65,PAID,12137.00,1474.65,,,2025-07-10 00:00:00+00:00,REF-20250710-2900,True,2432
1964,153,2025-07-01,2025-07-05,8589.00,2417.40,0.00,11006.40,PAID,8589.00,2417.40,,,2025-07-05 00:00:00+00:00,REF-20250705-1964,True,1496
2359,164,2025-06-01,2025-06-10,9196.00,1939.50,0.00,11135.50,PAID,9196.00,1939.50,,,2025-06-12 00:00:00+00:00,REF-20250612-2359,True,1891
1675,145,2025-06-01,2025-06-10,24585.00,2632.50,0.00,27217.50,PAID,24585.00,2632.50,,,2025-06-10 00:00:00+00:00,REF-20250610-1675,True,1207
3007,182,2025-06-01,2025-06-15,15393.00,2412.45,0.00,17805.45,PAID,15393.00,2412.45,,,2025-06-15 00:00:00+00:00,REF-20250615-3007,True,2539
1711,146,2025-06-01,2025-06-10,12967.00,2233.80,0.00,15200.80,PAID,12967.00,2233.80,,,2025-06-14 00:00:00+00:00,REF-20250614-1711,True,1243
1747,147,2025-06-01,2025-06-15,13413.00,2720.70,0.00,16133.70,PAID,13413.00,2720.70,,,2025-06-15 00:00:00+00:00,REF-20250615-1747,True,1279
2935,180,2025-06-01,2025-06-15,18152.00,1350.00,0.00,19502.00,PAID,18152.00,1350.00,,,2025-06-22 00:00:00+00:00,REF-20250622-2935,True,2467
1783,148,2025-06-01,2025-06-10,12762.00,2189.70,0.00,14951.70,PAID,12762.00,2189.70,,,2025-06-10 00:00:00+00:00,REF-20250610-1783,True,1315
2899,179,2025-06-01,2025-06-10,12137.00,1674.45,0.00,13811.45,PAID,12137.00,1674.45,,,2025-06-15 00:00:00+00:00,REF-20250615-2899,True,2431
1819,149,2025-06-01,2025-06-10,12918.00,1856.70,0.00,14774.70,PAID,12918.00,1856.70,,,2025-06-10 00:00:00+00:00,REF-20250610-1819,True,1351
2863,178,2025-06-01,2025-06-15,13339.00,2126.70,0.00,15465.70,PAID,13339.00,2126.70,,,2025-06-15 00:00:00+00:00,REF-20250615-2863,True,2395
1855,150,2025-06-01,2025-06-05,12073.00,2390.85,0.00,14463.85,PAID,12073.00,2390.85,,,2025-06-05 00:00:00+00:00,REF-20250605-1855,True,1387
2827,177,2025-06-01,2025-06-05,8325.00,2679.75,0.00,11004.75,PAID,8325.00,2679.75,,,2025-06-05 00:00:00+00:00,REF-20250605-2827,True,2359
1891,151,2025-06-01,2025-06-10,22061.00,2732.40,0.00,24793.40,PAID,22061.00,2732.40,,,2025-06-10 00:00:00+00:00,REF-20250610-1891,True,1423
1927,152,2025-06-01,2025-06-10,8991.00,2236.05,0.00,11227.05,PAID,8991.00,2236.05,,,2025-06-10 00:00:00+00:00,REF-20250610-1927,True,1459
2791,176,2025-06-01,2025-06-15,10789.00,3026.70,0.00,13815.70,PAID,10789.00,3026.70,,,2025-06-15 00:00:00+00:00,REF-20250615-2791,True,2323
1963,153,2025-06-01,2025-06-05,8589.00,2114.10,0.00,10703.10,PAID,8589.00,2114.10,,,2025-06-05 00:00:00+00:00,REF-20250605-1963,True,1495
2755,175,2025-06-01,2025-06-15,11675.00,1557.90,0.00,13232.90,PAID,11675.00,1557.90,,,2025-06-15 00:00:00+00:00,REF-20250615-2755,True,2287
1999,154,2025-06-01,2025-06-10,15421.00,2610.90,0.00,18031.90,PAID,15421.00,2610.90,,,2025-06-10 00:00:00+00:00,REF-20250610-1999,True,1531
2719,174,2025-06-01,2025-06-10,15982.00,1576.35,0.00,17558.35,PAID,15982.00,1576.35,,,2025-06-10 00:00:00+00:00,REF-20250610-2719,True,2251
2035,155,2025-06-01,2025-06-15,20483.00,1906.20,0.00,22389.20,PAID,20483.00,1906.20,,,2025-06-15 00:00:00+00:00,REF-20250615-2035,True,1567
2683,173,2025-06-01,2025-06-05,24361.00,2290.95,0.00,26651.95,PAID,24361.00,2290.95,,,2025-06-05 00:00:00+00:00,REF-20250605-2683,True,2215
3043,183,2025-06-01,2025-06-10,17289.00,1660.95,0.00,18949.95,PAID,17289.00,1660.95,,,2025-06-10 00:00:00+00:00,REF-20250610-3043,True,2575
2071,156,2025-06-01,2025-06-15,16423.00,2136.60,0.00,18559.60,PAID,16423.00,2136.60,,,2025-06-15 00:00:00+00:00,REF-20250615-2071,True,1603
2647,172,2025-06-01,2025-06-15,14372.00,2562.30,0.00,16934.30,PAID,14372.00,2562.30,,,2025-06-15 00:00:00+00:00,REF-20250615-2647,True,2179
2107,157,2025-06-01,2025-06-10,16615.00,2547.45,0.00,19162.45,PAID,16615.00,2547.45,,,2025-06-16 00:00:00+00:00,REF-20250616-2107,True,1639
2611,171,2025-06-01,2025-06-05,9680.00,1827.45,0.00,11507.45,PAID,9680.00,1827.45,,,2025-06-05 00:00:00+00:00,REF-20250605-2611,True,2143
2143,158,2025-06-01,2025-06-15,18790.00,1913.85,0.00,20703.85,PAID,18790.00,1913.85,,,2025-06-18 00:00:00+00:00,REF-20250618-2143,True,1675
2575,170,2025-06-01,2025-06-10,21005.00,2871.00,0.00,23876.00,PAID,21005.00,2871.00,,,2025-06-13 00:00:00+00:00,REF-20250613-2575,True,2107
2179,159,2025-06-01,2025-06-05,22110.00,1350.00,0.00,23460.00,PAID,22110.00,1350.00,,,2025-06-05 00:00:00+00:00,REF-20250605-2179,True,1711
2539,169,2025-06-01,2025-06-15,12907.00,2496.60,0.00,15403.60,PAID,12907.00,2496.60,,,2025-06-15 00:00:00+00:00,REF-20250615-2539,True,2071
2215,160,2025-06-01,2025-06-05,13039.00,2395.80,0.00,15434.80,PAID,13039.00,2395.80,,,2025-06-05 00:00:00+00:00,REF-20250605-2215,True,1747
2503,168,2025-06-01,2025-06-10,8811.00,1931.85,0.00,10742.85,PAID,8811.00,1931.85,,,2025-06-10 00:00:00+00:00,REF-20250610-2503,True,2035
2251,161,2025-06-01,2025-06-10,8100.00,1782.90,0.00,9882.90,PAID,8100.00,1782.90,,,2025-06-10 00:00:00+00:00,REF-20250610-2251,True,1783
2467,167,2025-06-01,2025-06-15,20093.00,2105.10,0.00,22198.10,PAID,20093.00,2105.10,,,2025-06-15 00:00:00+00:00,REF-20250615-2467,True,1999
2287,162,2025-06-01,2025-06-05,19048.00,2447.10,0.00,21495.10,PAID,19048.00,2447.10,,,2025-06-06 00:00:00+00:00,REF-20250606-2287,True,1819
2431,166,2025-06-01,2025-06-10,15261.00,2430.45,0.00,17691.45,PAID,15261.00,2430.45,,,2025-06-10 00:00:00+00:00,REF-20250610-2431,True,1963
2323,163,2025-06-01,2025-06-15,15487.00,2766.60,0.00,18253.60,PAID,15487.00,2766.60,,,2025-06-15 00:00:00+00:00,REF-20250615-2323,True,1855
2395,165,2025-06-01,2025-06-10,18241.00,2817.90,0.00,21058.90,PAID,18241.00,2817.90,,,2025-06-12 00:00:00+00:00,REF-20250612-2395,True,1927
2971,181,2025-06-01,2025-06-10,10986.00,2082.15,0.00,13068.15,PAID,10986.00,2082.15,,,2025-06-10 00:00:00+00:00,REF-20250610-2971,True,2503
2322,163,2025-05-01,2025-05-15,15487.00,2576.25,0.00,18063.25,PAID,15487.00,2576.25,,,2025-05-15 00:00:00+00:00,REF-20250515-2322,True,1854
1926,152,2025-05-01,2025-05-10,8991.00,1872.45,0.00,10863.45,PAID,8991.00,1872.45,,,2025-05-10 00:00:00+00:00,REF-20250510-1926,True,1458
2790,176,2025-05-01,2025-05-15,10789.00,3117.60,0.00,13906.60,PAID,10789.00,3117.60,,,2025-05-15 00:00:00+00:00,REF-20250515-2790,True,2322
2178,159,2025-05-01,2025-05-05,22110.00,2463.30,0.00,24573.30,PAID,22110.00,2463.30,,,2025-05-05 00:00:00+00:00,REF-20250505-2178,True,1710
1962,153,2025-05-01,2025-05-05,8589.00,2707.20,0.00,11296.20,PAID,8589.00,2707.20,,,2025-05-10 00:00:00+00:00,REF-20250510-1962,True,1494
2754,175,2025-05-01,2025-05-15,11675.00,2706.30,0.00,14381.30,PAID,11675.00,2706.30,,,2025-05-15 00:00:00+00:00,REF-20250515-2754,True,2286
2574,170,2025-05-01,2025-05-10,21005.00,1751.85,0.00,22756.85,PAID,21005.00,1751.85,,,2025-06-04 00:00:00+00:00,REF-20250604-2574,True,2106
2430,166,2025-05-01,2025-05-10,15261.00,2772.90,0.00,18033.90,PAID,15261.00,2772.90,,,2025-05-17 00:00:00+00:00,REF-20250517-2430,True,1962
2394,165,2025-05-01,2025-05-10,18241.00,2394.90,0.00,20635.90,PAID,18241.00,2394.90,,,2025-05-10 00:00:00+00:00,REF-20250510-2394,True,1926
2070,156,2025-05-01,2025-05-15,16423.00,1645.65,0.00,18068.65,PAID,16423.00,1645.65,,,2025-05-15 00:00:00+00:00,REF-20250515-2070,True,1602
2682,173,2025-05-01,2025-05-05,24361.00,2284.20,0.00,26645.20,PAID,24361.00,2284.20,,,2025-05-05 00:00:00+00:00,REF-20250505-2682,True,2214
2034,155,2025-05-01,2025-05-15,20483.00,2048.85,0.00,22531.85,PAID,20483.00,2048.85,,,2025-05-15 00:00:00+00:00,REF-20250515-2034,True,1566
2646,172,2025-05-01,2025-05-15,14372.00,1818.45,0.00,16190.45,PAID,14372.00,1818.45,,,2025-06-07 00:00:00+00:00,REF-20250607-2646,True,2178
1710,146,2025-05-01,2025-05-10,12967.00,1725.75,0.00,14692.75,PAID,12967.00,1725.75,,,2025-05-10 00:00:00+00:00,REF-20250510-1710,True,1242
2610,171,2025-05-01,2025-05-05,9680.00,1985.40,0.00,11665.40,PAID,9680.00,1985.40,,,2025-05-05 00:00:00+00:00,REF-20250505-2610,True,2142
2106,157,2025-05-01,2025-05-10,16615.00,2465.55,0.00,19080.55,PAID,16615.00,2465.55,,,2025-05-16 00:00:00+00:00,REF-20250516-2106,True,1638
2970,181,2025-05-01,2025-05-10,10986.00,2005.20,0.00,12991.20,PAID,10986.00,2005.20,,,2025-05-10 00:00:00+00:00,REF-20250510-2970,True,2502
1746,147,2025-05-01,2025-05-15,13413.00,1611.00,0.00,15024.00,PAID,13413.00,1611.00,,,2025-05-15 00:00:00+00:00,REF-20250515-1746,True,1278
2286,162,2025-05-01,2025-05-05,19048.00,1958.40,0.00,21006.40,PAID,19048.00,1958.40,,,2025-05-05 00:00:00+00:00,REF-20250505-2286,True,1818
2934,180,2025-05-01,2025-05-15,18152.00,2005.65,0.00,20157.65,PAID,18152.00,2005.65,,,2025-06-05 00:00:00+00:00,REF-20250605-2934,True,2466
3042,183,2025-05-01,2025-05-10,17289.00,2835.00,0.00,20124.00,PAID,17289.00,2835.00,,,2025-06-06 00:00:00+00:00,REF-20250606-3042,True,2574
2466,167,2025-05-01,2025-05-15,20093.00,2624.85,0.00,22717.85,PAID,20093.00,2624.85,,,2025-05-15 00:00:00+00:00,REF-20250515-2466,True,1998
1782,148,2025-05-01,2025-05-10,12762.00,2443.05,0.00,15205.05,PAID,12762.00,2443.05,,,2025-05-10 00:00:00+00:00,REF-20250510-1782,True,1314
2898,179,2025-05-01,2025-05-10,12137.00,2335.05,0.00,14472.05,PAID,12137.00,2335.05,,,2025-05-10 00:00:00+00:00,REF-20250510-2898,True,2430
2250,161,2025-05-01,2025-05-10,8100.00,2028.60,0.00,10128.60,PAID,8100.00,2028.60,,,2025-05-10 00:00:00+00:00,REF-20250510-2250,True,1782
1818,149,2025-05-01,2025-05-10,12918.00,2722.50,0.00,15640.50,PAID,12918.00,2722.50,,,2025-05-10 00:00:00+00:00,REF-20250510-1818,True,1350
2502,168,2025-05-01,2025-05-10,8811.00,3033.45,0.00,11844.45,PAID,8811.00,3033.45,,,2025-06-03 00:00:00+00:00,REF-20250603-2502,True,2034
2862,178,2025-05-01,2025-05-15,13339.00,2164.05,0.00,15503.05,PAID,13339.00,2164.05,,,2025-05-15 00:00:00+00:00,REF-20250515-2862,True,2394
1854,150,2025-05-01,2025-05-05,12073.00,2928.60,0.00,15001.60,PAID,12073.00,2928.60,,,2025-05-05 00:00:00+00:00,REF-20250505-1854,True,1386
1890,151,2025-05-01,2025-05-10,22061.00,2182.50,0.00,24243.50,PAID,22061.00,2182.50,,,2025-05-10 00:00:00+00:00,REF-20250510-1890,True,1422
1674,145,2025-05-01,2025-05-10,24585.00,2043.90,0.00,26628.90,PAID,24585.00,2043.90,,,2025-05-10 00:00:00+00:00,REF-20250510-1674,True,1206
2142,158,2025-05-01,2025-05-15,18790.00,1570.05,0.00,20360.05,PAID,18790.00,1570.05,,,2025-05-15 00:00:00+00:00,REF-20250515-2142,True,1674
2358,164,2025-05-01,2025-05-10,9196.00,2469.60,0.00,11665.60,PAID,9196.00,2469.60,,,2025-05-22 00:00:00+00:00,REF-20250522-2358,True,1890
2826,177,2025-05-01,2025-05-05,8325.00,2194.20,0.00,10519.20,PAID,8325.00,2194.20,,,2025-05-05 00:00:00+00:00,REF-20250505-2826,True,2358
2214,160,2025-05-01,2025-05-05,13039.00,1655.55,0.00,14694.55,PAID,13039.00,1655.55,,,2025-07-01 00:00:00+00:00,REF-20250701-2214,True,1746
2538,169,2025-05-01,2025-05-15,12907.00,3053.25,0.00,15960.25,PAID,12907.00,3053.25,,,2025-05-15 00:00:00+00:00,REF-20250515-2538,True,2070
3006,182,2025-05-01,2025-05-15,15393.00,2195.10,0.00,17588.10,PAID,15393.00,2195.10,,,2025-05-21 00:00:00+00:00,REF-20250521-3006,True,2538
2718,174,2025-05-01,2025-05-10,15982.00,1586.70,0.00,17568.70,PAID,15982.00,1586.70,,,2025-05-13 00:00:00+00:00,REF-20250513-2718,True,2250
1998,154,2025-05-01,2025-05-10,15421.00,2253.15,0.00,17674.15,PAID,15421.00,2253.15,,,2025-05-10 00:00:00+00:00,REF-20250510-1998,True,1530
2681,173,2025-04-01,2025-04-05,24361.00,2574.00,0.00,26935.00,PAID,24361.00,2574.00,,,2025-04-05 00:00:00+00:00,REF-20250405-2681,True,2213
2033,155,2025-04-01,2025-04-15,20483.00,1997.10,0.00,22480.10,PAID,20483.00,1997.10,,,2025-04-15 00:00:00+00:00,REF-20250415-2033,True,1565
2609,171,2025-04-01,2025-04-05,9680.00,2820.15,0.00,12500.15,PAID,9680.00,2820.15,,,2025-04-05 00:00:00+00:00,REF-20250405-2609,True,2141
3041,183,2025-04-01,2025-04-10,17289.00,2590.65,0.00,19879.65,PAID,17289.00,2590.65,,,2025-04-10 00:00:00+00:00,REF-20250410-3041,True,2573
2141,158,2025-04-01,2025-04-15,18790.00,1892.25,0.00,20682.25,PAID,18790.00,1892.25,,,2025-04-15 00:00:00+00:00,REF-20250415-2141,True,1673
2717,174,2025-04-01,2025-04-10,15982.00,2267.55,0.00,18249.55,PAID,15982.00,2267.55,,,2025-04-10 00:00:00+00:00,REF-20250410-2717,True,2249
1997,154,2025-04-01,2025-04-10,15421.00,2653.65,0.00,18074.65,PAID,15421.00,2653.65,,,2025-04-10 00:00:00+00:00,REF-20250410-1997,True,1529
2753,175,2025-04-01,2025-04-15,11675.00,1429.20,0.00,13104.20,PAID,11675.00,1429.20,,,2025-04-21 00:00:00+00:00,REF-20250421-2753,True,2285
2357,164,2025-04-01,2025-04-10,9196.00,2295.00,0.00,11491.00,PAID,9196.00,2295.00,,,2025-04-10 00:00:00+00:00,REF-20250410-2357,True,1889
2573,170,2025-04-01,2025-04-10,21005.00,2574.00,0.00,23579.00,PAID,21005.00,2574.00,,,2025-04-10 00:00:00+00:00,REF-20250410-2573,True,2105
1961,153,2025-04-01,2025-04-05,8589.00,1466.55,0.00,10055.55,PAID,8589.00,1466.55,,,2025-04-05 00:00:00+00:00,REF-20250405-1961,True,1493
2177,159,2025-04-01,2025-04-05,22110.00,2535.30,0.00,24645.30,PAID,22110.00,2535.30,,,2025-04-05 00:00:00+00:00,REF-20250405-2177,True,1709
2789,176,2025-04-01,2025-04-15,10789.00,2288.25,0.00,13077.25,PAID,10789.00,2288.25,,,2025-04-15 00:00:00+00:00,REF-20250415-2789,True,2321
1925,152,2025-04-01,2025-04-10,8991.00,2471.85,0.00,11462.85,PAID,8991.00,2471.85,,,2025-04-10 00:00:00+00:00,REF-20250410-1925,True,1457
2537,169,2025-04-01,2025-04-15,12907.00,1872.45,0.00,14779.45,PAID,12907.00,1872.45,,,2025-04-15 00:00:00+00:00,REF-20250415-2537,True,2069
2825,177,2025-04-01,2025-04-05,8325.00,2268.45,0.00,10593.45,PAID,8325.00,2268.45,,,2025-04-05 00:00:00+00:00,REF-20250405-2825,True,2357
2213,160,2025-04-01,2025-04-05,13039.00,2142.00,0.00,15181.00,PAID,13039.00,2142.00,,,2025-04-05 00:00:00+00:00,REF-20250405-2213,True,1745
1889,151,2025-04-01,2025-04-10,22061.00,1484.10,0.00,23545.10,PAID,22061.00,1484.10,,,2025-04-10 00:00:00+00:00,REF-20250410-1889,True,1421
2861,178,2025-04-01,2025-04-15,13339.00,2639.25,0.00,15978.25,PAID,13339.00,2639.25,,,2025-04-15 00:00:00+00:00,REF-20250415-2861,True,2393
1853,150,2025-04-01,2025-04-05,12073.00,1350.00,0.00,13423.00,PAID,12073.00,1350.00,,,2025-04-06 00:00:00+00:00,REF-20250406-1853,True,1385
2501,168,2025-04-01,2025-04-10,8811.00,1880.55,0.00,10691.55,PAID,8811.00,1880.55,,,2025-04-10 00:00:00+00:00,REF-20250410-2501,True,2033
2249,161,2025-04-01,2025-04-10,8100.00,3204.00,0.00,11304.00,PAID,8100.00,3204.00,,,2025-04-10 00:00:00+00:00,REF-20250410-2249,True,1781
1817,149,2025-04-01,2025-04-10,12918.00,2392.65,0.00,15310.65,PAID,12918.00,2392.65,,,2025-04-13 00:00:00+00:00,REF-20250413-1817,True,1349
2897,179,2025-04-01,2025-04-10,12137.00,1846.80,0.00,13983.80,PAID,12137.00,1846.80,,,2025-04-10 00:00:00+00:00,REF-20250410-2897,True,2429
1781,148,2025-04-01,2025-04-10,12762.00,3129.30,0.00,15891.30,PAID,12762.00,3129.30,,,2025-04-11 00:00:00+00:00,REF-20250411-1781,True,1313
2933,180,2025-04-01,2025-04-15,18152.00,1885.95,0.00,20037.95,PAID,18152.00,1885.95,,,2025-04-23 00:00:00+00:00,REF-20250423-2933,True,2465
2465,167,2025-04-01,2025-04-15,20093.00,1863.00,0.00,21956.00,PAID,20093.00,1863.00,,,2025-04-15 00:00:00+00:00,REF-20250415-2465,True,1997
2285,162,2025-04-01,2025-04-05,19048.00,2717.10,0.00,21765.10,PAID,19048.00,2717.10,,,2025-04-10 00:00:00+00:00,REF-20250410-2285,True,1817
1745,147,2025-04-01,2025-04-15,13413.00,3289.05,0.00,16702.05,PAID,13413.00,3289.05,,,2025-04-17 00:00:00+00:00,REF-20250417-1745,True,1277
2969,181,2025-04-01,2025-04-10,10986.00,2401.65,0.00,13387.65,PAID,10986.00,2401.65,,,2025-04-10 00:00:00+00:00,REF-20250410-2969,True,2501
1709,146,2025-04-01,2025-04-10,12967.00,2168.55,0.00,15135.55,PAID,12967.00,2168.55,,,2025-04-17 00:00:00+00:00,REF-20250417-1709,True,1241
2429,166,2025-04-01,2025-04-10,15261.00,2527.20,0.00,17788.20,PAID,15261.00,2527.20,,,2025-04-10 00:00:00+00:00,REF-20250410-2429,True,1961
2321,163,2025-04-01,2025-04-15,15487.00,2701.80,0.00,18188.80,PAID,15487.00,2701.80,,,2025-04-15 00:00:00+00:00,REF-20250415-2321,True,1853
2393,165,2025-04-01,2025-04-10,18241.00,2371.05,0.00,20612.05,PAID,18241.00,2371.05,,,2025-04-10 00:00:00+00:00,REF-20250410-2393,True,1925
3005,182,2025-04-01,2025-04-15,15393.00,1821.15,0.00,17214.15,PAID,15393.00,1821.15,,,2025-04-15 00:00:00+00:00,REF-20250415-3005,True,2537
1673,145,2025-04-01,2025-04-10,24585.00,2947.95,0.00,27532.95,PAID,24585.00,2947.95,,,2025-05-01 00:00:00+00:00,REF-20250501-1673,True,1205
2645,172,2025-04-01,2025-04-15,14372.00,1399.50,0.00,15771.50,PAID,14372.00,1399.50,,,2025-04-15 00:00:00+00:00,REF-20250415-2645,True,2177
2105,157,2025-04-01,2025-04-10,16615.00,1772.55,0.00,18387.55,PAID,16615.00,1772.55,,,2025-04-13 00:00:00+00:00,REF-20250413-2105,True,1637
2069,156,2025-04-01,2025-04-15,16423.00,2115.45,0.00,18538.45,PAID,16423.00,2115.45,,,2025-04-15 00:00:00+00:00,REF-20250415-2069,True,1601
1960,153,2025-03-01,2025-03-05,8589.00,2579.85,0.00,11168.85,PAID,8589.00,2579.85,,,2025-03-05 00:00:00+00:00,REF-20250305-1960,True,1492
1852,150,2025-03-01,2025-03-05,12073.00,1927.80,0.00,14000.80,PAID,12073.00,1927.80,,,2025-03-05 00:00:00+00:00,REF-20250305-1852,True,1384
2392,165,2025-03-01,2025-03-10,18241.00,2005.65,0.00,20246.65,PAID,18241.00,2005.65,,,2025-03-10 00:00:00+00:00,REF-20250310-2392,True,1924
1996,154,2025-03-01,2025-03-10,15421.00,2331.45,0.00,17752.45,PAID,15421.00,2331.45,,,2025-03-10 00:00:00+00:00,REF-20250310-1996,True,1528
2932,180,2025-03-01,2025-03-15,18152.00,2492.55,0.00,20644.55,PAID,18152.00,2492.55,,,2025-03-15 00:00:00+00:00,REF-20250315-2932,True,2464
3040,183,2025-03-01,2025-03-10,17289.00,1936.80,0.00,19225.80,PAID,17289.00,1936.80,,,2025-03-10 00:00:00+00:00,REF-20250310-3040,True,2572
2608,171,2025-03-01,2025-03-05,9680.00,2056.50,0.00,11736.50,PAID,9680.00,2056.50,,,2025-04-12 00:00:00+00:00,REF-20250412-2608,True,2140
2500,168,2025-03-01,2025-03-10,8811.00,1719.45,0.00,10530.45,PAID,8811.00,1719.45,,,2025-03-10 00:00:00+00:00,REF-20250310-2500,True,2032
2464,167,2025-03-01,2025-03-15,20093.00,2250.45,0.00,22343.45,PAID,20093.00,2250.45,,,2025-03-17 00:00:00+00:00,REF-20250317-2464,True,1996
2536,169,2025-03-01,2025-03-15,12907.00,2203.20,0.00,15110.20,PAID,12907.00,2203.20,,,2025-03-15 00:00:00+00:00,REF-20250315-2536,True,2068
2572,170,2025-03-01,2025-03-10,21005.00,2522.70,0.00,23527.70,PAID,21005.00,2522.70,,,2025-03-10 00:00:00+00:00,REF-20250310-2572,True,2104
2644,172,2025-03-01,2025-03-15,14372.00,2076.75,0.00,16448.75,PAID,14372.00,2076.75,,,2025-03-15 00:00:00+00:00,REF-20250315-2644,True,2176
2320,163,2025-03-01,2025-03-15,15487.00,2618.55,0.00,18105.55,PAID,15487.00,2618.55,,,2025-03-15 00:00:00+00:00,REF-20250315-2320,True,1852
1744,147,2025-03-01,2025-03-15,13413.00,2551.05,0.00,15964.05,PAID,13413.00,2551.05,,,2025-03-15 00:00:00+00:00,REF-20250315-1744,True,1276
2752,175,2025-03-01,2025-03-15,11675.00,2864.70,0.00,14539.70,PAID,11675.00,2864.70,,,2025-03-15 00:00:00+00:00,REF-20250315-2752,True,2284
2968,181,2025-03-01,2025-03-10,10986.00,1350.00,0.00,12336.00,PAID,10986.00,1350.00,,,2025-03-10 00:00:00+00:00,REF-20250310-2968,True,2500
2104,157,2025-03-01,2025-03-10,16615.00,2560.05,0.00,19175.05,PAID,16615.00,2560.05,,,2025-03-13 00:00:00+00:00,REF-20250313-2104,True,1636
