id,tenant_id,lease_id,category,title,description,status,priority,created_at,updated_at,resolved_at
906,205,177,ELECTRICAL,ELECTRICAL Issue - Unit 503,Light fixture flickering in Unit 503 living room,RESOLVED,MEDIUM,2026-05-14 17:39:20.951659+00:00,2026-05-14 17:39:20.951678+00:00,
907,203,175,OTHER,OTHER Issue - Unit 501,Aircon leaking in Unit 501 bedroom,IN_PROGRESS,LOW,2026-05-14 17:39:21.007048+00:00,2026-05-14 17:39:21.007064+00:00,
908,190,162,ELECTRICAL,ELECTRICAL Issue - Unit 308,Power outlet not working in Unit 308,RESOLVED,HIGH,2026-05-14 17:39:21.061546+00:00,2026-05-14 17:39:21.061569+00:00,
909,185,157,OTHER,OTHER Issue - Unit 303,Aircon leaking in Unit 303 bedroom,OPEN,MEDIUM,2026-05-14 17:39:21.115800+00:00,2026-05-14 17:39:21.115812+00:00,
910,189,161,OTHER,OTHER Issue - Unit 307,Aircon leaking in Unit 307 bedroom,RESOLVED,MEDIUM,2026-05-14 17:39:21.170350+00:00,2026-05-14 17:39:21.170366+00:00,
911,197,169,STRUCTURAL,STRUCTURAL Issue - Unit 405,Door frame damaged in Unit 405,OPEN,MEDIUM,2026-05-14 17:39:21.224913+00:00,2026-05-14 17:39:21.224987+00:00,
912,210,182,STRUCTURAL,STRUCTURAL Issue - Unit 508,Crack near window in Unit 508 after heavy rain,IN_PROGRESS,HIGH,2026-05-14 17:39:21.279397+00:00,2026-05-14 17:39:21.279411+00:00,
913,203,175,ELECTRICAL,ELECTRICAL Issue - Unit 501,Bedroom outlet sparks when plugging in charger in Unit 501,RESOLVED,MEDIUM,2026-05-14 17:39:21.333950+00:00,2026-05-14 17:39:21.333963+00:00,
914,192,164,PLUMBING,PLUMBING Issue - Unit 310,Faucet dripping in Unit 310 bathroom,IN_PROGRESS,MEDIUM,2026-05-14 17:39:21.388427+00:00,2026-05-14 17:39:21.388438+00:00,
915,191,163,OTHER,OTHER Issue - Unit 309,Cockroaches seen near kitchen cabinet in Unit 309,RESOLVED,MEDIUM,2026-05-14 17:39:21.442689+00:00,2026-05-14 17:39:21.442702+00:00,
916,199,171,OTHER,OTHER Issue - Unit 407,Internet connection unstable in Unit 407,OPEN,MEDIUM,2026-05-14 17:39:21.497718+00:00,2026-05-14 17:39:21.497738+00:00,
917,190,162,PLUMBING,PLUMBING Issue - Unit 308,Faucet dripping in Unit 308 bathroom,IN_PROGRESS,LOW,2026-05-14 17:39:21.552375+00:00,2026-05-14 17:39:21.552392+00:00,
918,187,159,STRUCTURAL,STRUCTURAL Issue - Unit 305,Floor tiles loose in Unit 305 kitchen,IN_PROGRESS,MEDIUM,2026-05-14 17:39:21.606928+00:00,2026-05-14 17:39:21.606944+00:00,
919,205,177,STRUCTURAL,STRUCTURAL Issue - Unit 503,Door frame damaged in Unit 503,IN_PROGRESS,MEDIUM,2026-05-14 17:39:21.661360+00:00,2026-05-14 17:39:21.661371+00:00,
920,196,168,PLUMBING,PLUMBING Issue - Unit 404,Water leaking under kitchen sink in Unit 404,RESOLVED,MEDIUM,2026-05-14 17:39:21.716009+00:00,2026-05-14 17:39:21.716026+00:00,
921,184,156,OTHER,OTHER Issue - Unit 302,Cockroaches seen near kitchen cabinet in Unit 302,IN_PROGRESS,LOW,2026-05-14 17:39:21.825045+00:00,2026-05-14 17:39:21.825059+00:00,
922,196,168,ELECTRICAL,ELECTRICAL Issue - Unit 404,Bedroom outlet sparks when plugging in charger in Unit 404,RESOLVED,HIGH,2026-05-14 17:39:21.880341+00:00,2026-05-14 17:39:21.880356+00:00,
923,209,181,ELECTRICAL,ELECTRICAL Issue - Unit 507,Bedroom outlet sparks when plugging in charger in Unit 507,RESOLVED,MEDIUM,2026-05-14 17:39:21.934942+00:00,2026-05-14 17:39:21.934956+00:00,
924,185,157,OTHER,OTHER Issue - Unit 303,Aircon leaking in Unit 303 bedroom,IN_PROGRESS,MEDIUM,2026-05-14 17:39:21.989754+00:00,2026-05-14 17:39:21.989765+00:00,
925,209,181,PLUMBING,PLUMBING Issue - Unit 507,Toilet won't stop running in Unit 507,IN_PROGRESS,MEDIUM,2026-05-14 17:39:22.050106+00:00,2026-05-14 17:39:22.050121+00:00,
926,211,183,PLUMBING,PLUMBING Issue - Unit 509,Faucet dripping in Unit 509 bathroom,OPEN,MEDIUM,2026-05-14 17:39:22.104516+00:00,2026-05-14 17:39:22.104530+00:00,
927,174,146,ELECTRICAL,ELECTRICAL Issue - Unit 202,Light fixture flickering in Unit 202 living room,RESOLVED,MEDIUM,2026-05-14 17:39:22.158962+00:00,2026-05-14 17:39:22.158981+00:00,
928,180,152,ELECTRICAL,ELECTRICAL Issue - Unit 208,Bathroom light burned out in Unit 208,IN_PROGRESS,HIGH,2026-05-14 17:39:22.213362+00:00,2026-05-14 17:39:22.213371+00:00,
929,177,149,ELECTRICAL,ELECTRICAL Issue - Unit 205,Circuit breaker keeps tripping in Unit 205,RESOLVED,MEDIUM,2026-05-14 17:39:22.269354+00:00,2026-05-14 17:39:22.269369+00:00,
930,202,174,STRUCTURAL,STRUCTURAL Issue - Unit 410,Ceiling water stain in Unit 410,IN_PROGRESS,LOW,2026-05-14 17:39:22.324116+00:00,2026-05-14 17:39:22.324129+00:00,
931,204,176,STRUCTURAL,STRUCTURAL Issue - Unit 502,Wall crack appearing in Unit 502 bedroom,IN_PROGRESS,HIGH,2026-05-14 17:39:22.378464+00:00,2026-05-14 17:39:22.378475+00:00,
932,199,171,STRUCTURAL,STRUCTURAL Issue - Unit 407,Crack near window in Unit 407 after heavy rain,RESOLVED,HIGH,2026-05-14 17:39:22.432759+00:00,2026-05-14 17:39:22.432770+00:00,
933,209,181,STRUCTURAL,STRUCTURAL Issue - Unit 507,Crack near window in Unit 507 after heavy rain,IN_PROGRESS,LOW,2026-05-14 17:39:22.487443+00:00,2026-05-14 17:39:22.487464+00:00,
934,199,171,ELECTRICAL,ELECTRICAL Issue - Unit 407,Power outlet not working in Unit 407,OPEN,MEDIUM,2026-05-14 17:39:22.542193+00:00,2026-05-14 17:39:22.542210+00:00,
935,184,156,OTHER,OTHER Issue - Unit 302,Cockroaches seen near kitchen cabinet in Unit 302,RESOLVED,LOW,2026-05-14 17:39:22.596835+00:00,2026-05-14 17:39:22.596847+00:00,
936,200,172,ELECTRICAL,ELECTRICAL Issue - Unit 408,Circuit breaker keeps tripping in Unit 408,OPEN,MEDIUM,2026-05-14 17:39:22.653556+00:00,2026-05-14 17:39:22.653568+00:00,
937,204,176,ELECTRICAL,ELECTRICAL Issue - Unit 502,Bedroom outlet sparks when plugging in charger in Unit 502,IN_PROGRESS,LOW,2026-05-14 17:39:22.707957+00:00,2026-05-14 17:39:22.707972+00:00,
938,188,160,STRUCTURAL,STRUCTURAL Issue - Unit 306,Floor tiles loose in Unit 306 kitchen,RESOLVED,MEDIUM,2026-05-14 17:39:22.762549+00:00,2026-05-14 17:39:22.762570+00:00,
939,197,169,STRUCTURAL,STRUCTURAL Issue - Unit 405,Wall crack appearing in Unit 405 bedroom,OPEN,HIGH,2026-05-14 17:39:22.817116+00:00,2026-05-14 17:39:22.817128+00:00,
940,210,182,PLUMBING,PLUMBING Issue - Unit 508,Low water pressure in shower of Unit 508,RESOLVED,HIGH,2026-05-14 17:39:22.871740+00:00,2026-05-14 17:39:22.871759+00:00,
941,184,156,STRUCTURAL,STRUCTURAL Issue - Unit 302,Wall crack appearing in Unit 302 bedroom,OPEN,LOW,2026-05-14 17:39:22.926924+00:00,2026-05-14 17:39:22.926939+00:00,
942,192,164,OTHER,OTHER Issue - Unit 310,Internet connection unstable in Unit 310,RESOLVED,MEDIUM,2026-05-14 17:39:22.981916+00:00,2026-05-14 17:39:22.981929+00:00,
943,195,167,OTHER,OTHER Issue - Unit 403,Internet connection unstable in Unit 403,OPEN,LOW,2026-05-14 17:39:23.036771+00:00,2026-05-14 17:39:23.036782+00:00,
944,211,183,STRUCTURAL,STRUCTURAL Issue - Unit 509,Ceiling water stain in Unit 509,RESOLVED,MEDIUM,2026-05-14 17:39:23.091967+00:00,2026-05-14 17:39:23.091984+00:00,
945,197,169,ELECTRICAL,ELECTRICAL Issue - Unit 405,Bedroom outlet sparks when plugging in charger in Unit 405,IN_PROGRESS,HIGH,2026-05-14 17:39:23.146529+00:00,2026-05-14 17:39:23.146545+00:00,
946,191,163,PLUMBING,PLUMBING Issue - Unit 309,Low water pressure in shower of Unit 309,IN_PROGRESS,HIGH,2026-05-14 17:39:23.200949+00:00,2026-05-14 17:39:23.200966+00:00,
947,188,160,PLUMBING,PLUMBING Issue - Unit 306,Water leaking under kitchen sink in Unit 306,OPEN,LOW,2026-05-14 17:39:23.255035+00:00,2026-05-14 17:39:23.255044+00:00,
948,200,172,OTHER,OTHER Issue - Unit 408,Bad smell in hallway near Unit 408,IN_PROGRESS,MEDIUM,2026-05-14 17:39:23.308788+00:00,2026-05-14 17:39:23.308800+00:00,
949,184,156,OTHER,OTHER Issue - Unit 302,Bad smell in hallway near Unit 302,OPEN,HIGH,2026-05-14 17:39:23.363746+00:00,2026-05-14 17:39:23.363759+00:00,
950,199,171,OTHER,OTHER Issue - Unit 407,Cockroaches seen near kitchen cabinet in Unit 407,IN_PROGRESS,LOW,2026-05-14 17:39:23.418213+00:00,2026-05-14 17:39:23.418223+00:00,
951,183,155,PLUMBING,PLUMBING Issue - Unit 301,Water leaking under kitchen sink in Unit 301,OPEN,HIGH,2026-05-14 17:39:23.472635+00:00,2026-05-14 17:39:23.472649+00:00,
952,182,154,ELECTRICAL,ELECTRICAL Issue - Unit 210,Circuit breaker keeps tripping in Unit 210,IN_PROGRESS,LOW,2026-05-14 17:39:23.527056+00:00,2026-05-14 17:39:23.527071+00:00,
953,180,152,PLUMBING,PLUMBING Issue - Unit 208,Water leaking under kitchen sink in Unit 208,OPEN,HIGH,2026-05-14 17:39:23.581579+00:00,2026-05-14 17:39:23.581591+00:00,
954,198,170,ELECTRICAL,ELECTRICAL Issue - Unit 406,Power outlet not working in Unit 406,OPEN,HIGH,2026-05-14 17:39:23.636144+00:00,2026-05-14 17:39:23.636160+00:00,
955,187,159,OTHER,OTHER Issue - Unit 305,Internet connection unstable in Unit 305,OPEN,MEDIUM,2026-05-14 17:39:23.691253+00:00,2026-05-14 17:39:23.691265+00:00,
956,187,159,OTHER,OTHER Issue - Unit 305,Aircon leaking in Unit 305 bedroom,RESOLVED,MEDIUM,2026-05-14 17:39:23.745743+00:00,2026-05-14 17:39:23.745758+00:00,
957,189,161,STRUCTURAL,STRUCTURAL Issue - Unit 307,Door frame damaged in Unit 307,RESOLVED,LOW,2026-05-14 17:39:23.800624+00:00,2026-05-14 17:39:23.800652+00:00,
958,185,157,PLUMBING,PLUMBING Issue - Unit 303,Toilet won't stop running in Unit 303,RESOLVED,MEDIUM,2026-05-14 17:39:23.857854+00:00,2026-05-14 17:39:23.857874+00:00,
959,182,154,STRUCTURAL,STRUCTURAL Issue - Unit 210,Wall crack appearing in Unit 210 bedroom,IN_PROGRESS,HIGH,2026-05-14 17:39:23.912354+00:00,2026-05-14 17:39:23.912370+00:00,
960,195,167,PLUMBING,PLUMBING Issue - Unit 403,Faucet dripping in Unit 403 bathroom,OPEN,HIGH,2026-05-14 17:39:23.967045+00:00,2026-05-14 17:39:23.967059+00:00,
961,195,167,OTHER,OTHER Issue - Unit 403,Cockroaches seen near kitchen cabinet in Unit 403,RESOLVED,MEDIUM,2026-05-14 17:39:24.022195+00:00,2026-05-14 17:39:24.022213+00:00,
962,184,156,ELECTRICAL,ELECTRICAL Issue - Unit 302,Circuit breaker keeps tripping in Unit 302,RESOLVED,HIGH,2026-05-14 17:39:24.077370+00:00,2026-05-14 17:39:24.077388+00:00,
963,192,164,STRUCTURAL,STRUCTURAL Issue - Unit 310,Floor tiles loose in Unit 310 kitchen,IN_PROGRESS,HIGH,2026-05-14 17:39:24.132160+00:00,2026-05-14 17:39:24.132173+00:00,
964,196,168,STRUCTURAL,STRUCTURAL Issue - Unit 404,Door frame damaged in Unit 404,OPEN,LOW,2026-05-14 17:39:24.187320+00:00,2026-05-14 17:39:24.187339+00:00,
965,181,153,STRUCTURAL,STRUCTURAL Issue - Unit 209,Crack near window in Unit 209 after heavy rain,IN_PROGRESS,LOW,2026-05-14 17:39:24.241615+00:00,2026-05-14 17:39:24.241624+00:00,
