id,lease_id,reading_month,previous_reading,current_reading,consumption,rate_used,computed_amount,is_first_reading,read_by_id
2396,178,2025-07-01,1247.00,1305.18,58.18,45.00,2618.10,False,5
2360,177,2025-07-01,1270.32,1307.78,37.46,45.00,1685.70,False,5
2324,176,2025-07-01,1291.73,1350.91,59.18,45.00,2663.10,False,5
2288,175,2025-07-01,1351.88,1383.26,31.38,45.00,1412.10,False,5
2252,174,2025-07-01,1347.52,1415.38,67.86,45.00,3053.70,False,5
2216,173,2025-07-01,1352.86,1405.49,52.63,45.00,2368.35,False,5
2180,172,2025-07-01,1288.25,1330.06,41.81,45.00,1881.45,False,5
2144,171,2025-07-01,1329.77,1392.68,62.91,45.00,2830.95,False,5
2108,170,2025-07-01,1265.22,1311.64,46.42,45.00,2088.90,False,5
2072,169,2025-07-01,1425.22,1490.23,65.01,45.00,2925.45,False,5
2036,168,2025-07-01,1362.65,1413.47,50.82,45.00,2286.90,False,5
2000,167,2025-07-01,1227.45,1271.13,43.68,45.00,1965.60,False,5
1964,166,2025-07-01,1383.18,1443.79,60.61,45.00,2727.45,False,5
1928,165,2025-07-01,1299.47,1376.50,77.03,45.00,3466.35,False,5
1892,164,2025-07-01,1405.16,1463.60,58.44,45.00,2629.80,False,5
1856,163,2025-07-01,1426.47,1463.07,36.60,45.00,1647.00,False,5
1820,162,2025-07-01,1403.43,1471.34,67.91,45.00,3055.95,False,5
1784,161,2025-07-01,1349.99,1406.14,56.15,45.00,2526.75,False,5
1748,160,2025-07-01,1310.73,1353.92,43.19,45.00,1943.55,False,5
1712,159,2025-07-01,1258.94,1309.20,50.26,45.00,2261.70,False,5
1676,158,2025-07-01,1306.92,1343.23,36.31,45.00,1633.95,False,5
1640,157,2025-07-01,1362.11,1431.29,69.18,45.00,3113.10,False,5
1604,156,2025-07-01,1342.35,1395.89,53.54,45.00,2409.30,False,5
1568,155,2025-07-01,1294.66,1324.66,30.00,45.00,1350.00,False,5
1532,154,2025-07-01,1356.80,1401.12,44.32,45.00,1994.40,False,5
1496,153,2025-07-01,1352.22,1405.94,53.72,45.00,2417.40,False,5
1460,152,2025-07-01,1220.78,1268.06,47.28,45.00,2127.60,False,5
1424,151,2025-07-01,1353.61,1389.96,36.35,45.00,1635.75,False,5
1388,150,2025-07-01,1231.20,1278.39,47.19,45.00,2123.55,False,5
1352,149,2025-07-01,1242.83,1277.31,34.48,45.00,1551.60,False,5
1316,148,2025-07-01,1272.18,1334.94,62.76,45.00,2824.20,False,5
1280,147,2025-07-01,1308.08,1368.66,60.58,45.00,2726.10,False,5
1244,146,2025-07-01,1311.76,1365.12,53.36,45.00,2401.20,False,5
1208,145,2025-07-01,1339.08,1380.03,40.95,45.00,1842.75,False,5
2575,183,2025-06-01,1258.93,1295.84,36.91,45.00,1660.95,False,5
2539,182,2025-06-01,1350.44,1404.05,53.61,45.00,2412.45,False,5
2503,181,2025-06-01,1278.79,1325.06,46.27,45.00,2082.15,False,5
2467,180,2025-06-01,1145.70,1175.70,30.00,45.00,1350.00,False,5
2431,179,2025-06-01,1238.37,1275.58,37.21,45.00,1674.45,False,5
2395,178,2025-06-01,1199.74,1247.00,47.26,45.00,2126.70,False,5
2359,177,2025-06-01,1210.77,1270.32,59.55,45.00,2679.75,False,5
2323,176,2025-06-01,1224.47,1291.73,67.26,45.00,3026.70,False,5
2287,175,2025-06-01,1317.26,1351.88,34.62,45.00,1557.90,False,5
2251,174,2025-06-01,1312.49,1347.52,35.03,45.00,1576.35,False,5
2215,173,2025-06-01,1301.95,1352.86,50.91,45.00,2290.95,False,5
2179,172,2025-06-01,1231.31,1288.25,56.94,45.00,2562.30,False,5
2143,171,2025-06-01,1289.16,1329.77,40.61,45.00,1827.45,False,5
2107,170,2025-06-01,1201.42,1265.22,63.80,45.00,2871.00,False,5
2071,169,2025-06-01,1369.74,1425.22,55.48,45.00,2496.60,False,5
2035,168,2025-06-01,1319.72,1362.65,42.93,45.00,1931.85,False,5
1999,167,2025-06-01,1180.67,1227.45,46.78,45.00,2105.10,False,5
1963,166,2025-06-01,1329.17,1383.18,54.01,45.00,2430.45,False,5
1927,165,2025-06-01,1236.85,1299.47,62.62,45.00,2817.90,False,5
1891,164,2025-06-01,1362.06,1405.16,43.10,45.00,1939.50,False,5
1855,163,2025-06-01,1364.99,1426.47,61.48,45.00,2766.60,False,5
1819,162,2025-06-01,1349.05,1403.43,54.38,45.00,2447.10,False,5
1783,161,2025-06-01,1310.37,1349.99,39.62,45.00,1782.90,False,5
1747,160,2025-06-01,1257.49,1310.73,53.24,45.00,2395.80,False,5
1711,159,2025-06-01,1228.94,1258.94,30.00,45.00,1350.00,False,5
1675,158,2025-06-01,1264.39,1306.92,42.53,45.00,1913.85,False,5
1639,157,2025-06-01,1305.50,1362.11,56.61,45.00,2547.45,False,5
1603,156,2025-06-01,1294.87,1342.35,47.48,45.00,2136.60,False,5
1567,155,2025-06-01,1252.30,1294.66,42.36,45.00,1906.20,False,5
1531,154,2025-06-01,1298.78,1356.80,58.02,45.00,2610.90,False,5
1495,153,2025-06-01,1305.24,1352.22,46.98,45.00,2114.10,False,5
1459,152,2025-06-01,1171.09,1220.78,49.69,45.00,2236.05,False,5
1423,151,2025-06-01,1292.89,1353.61,60.72,45.00,2732.40,False,5
1387,150,2025-06-01,1178.07,1231.20,53.13,45.00,2390.85,False,5
1351,149,2025-06-01,1201.57,1242.83,41.26,45.00,1856.70,False,5
1315,148,2025-06-01,1223.52,1272.18,48.66,45.00,2189.70,False,5
1279,147,2025-06-01,1247.62,1308.08,60.46,45.00,2720.70,False,5
1243,146,2025-06-01,1262.12,1311.76,49.64,45.00,2233.80,False,5
1207,145,2025-06-01,1280.58,1339.08,58.50,45.00,2632.50,False,5
2574,183,2025-05-01,1195.93,1258.93,63.00,45.00,2835.00,False,5
2538,182,2025-05-01,1301.66,1350.44,48.78,45.00,2195.10,False,5
2502,181,2025-05-01,1234.23,1278.79,44.56,45.00,2005.20,False,5
2466,180,2025-05-01,1101.13,1145.70,44.57,45.00,2005.65,False,5
2430,179,2025-05-01,1186.48,1238.37,51.89,45.00,2335.05,False,5
2394,178,2025-05-01,1151.65,1199.74,48.09,45.00,2164.05,False,5
2358,177,2025-05-01,1162.01,1210.77,48.76,45.00,2194.20,False,5
2322,176,2025-05-01,1155.19,1224.47,69.28,45.00,3117.60,False,5
2286,175,2025-05-01,1257.12,1317.26,60.14,45.00,2706.30,False,5
2250,174,2025-05-01,1277.23,1312.49,35.26,45.00,1586.70,False,5
2214,173,2025-05-01,1251.19,1301.95,50.76,45.00,2284.20,False,5
2178,172,2025-05-01,1190.90,1231.31,40.41,45.00,1818.45,False,5
2142,171,2025-05-01,1245.04,1289.16,44.12,45.00,1985.40,False,5
2106,170,2025-05-01,1162.49,1201.42,38.93,45.00,1751.85,False,5
2070,169,2025-05-01,1301.89,1369.74,67.85,45.00,3053.25,False,5
2034,168,2025-05-01,1252.31,1319.72,67.41,45.00,3033.45,False,5
1998,167,2025-05-01,1122.34,1180.67,58.33,45.00,2624.85,False,5
1962,166,2025-05-01,1267.55,1329.17,61.62,45.00,2772.90,False,5
1926,165,2025-05-01,1183.63,1236.85,53.22,45.00,2394.90,False,5
1890,164,2025-05-01,1307.18,1362.06,54.88,45.00,2469.60,False,5
1854,163,2025-05-01,1307.74,1364.99,57.25,45.00,2576.25,False,5
1818,162,2025-05-01,1305.53,1349.05,43.52,45.00,1958.40,False,5
1782,161,2025-05-01,1265.29,1310.37,45.08,45.00,2028.60,False,5
1746,160,2025-05-01,1220.70,1257.49,36.79,45.00,1655.55,False,5
1710,159,2025-05-01,1174.20,1228.94,54.74,45.00,2463.30,False,5
1674,158,2025-05-01,1229.50,1264.39,34.89,45.00,1570.05,False,5
1638,157,2025-05-01,1250.71,1305.50,54.79,45.00,2465.55,False,5
1602,156,2025-05-01,1258.30,1294.87,36.57,45.00,1645.65,False,5
1566,155,2025-05-01,1206.77,1252.30,45.53,45.00,2048.85,False,5
1530,154,2025-05-01,1248.71,1298.78,50.07,45.00,2253.15,False,5
1494,153,2025-05-01,1245.08,1305.24,60.16,45.00,2707.20,False,5
1458,152,2025-05-01,1129.48,1171.09,41.61,45.00,1872.45,False,5
1422,151,2025-05-01,1244.39,1292.89,48.50,45.00,2182.50,False,5
1386,150,2025-05-01,1112.99,1178.07,65.08,45.00,2928.60,False,5
1350,149,2025-05-01,1141.07,1201.57,60.50,45.00,2722.50,False,5
1314,148,2025-05-01,1169.23,1223.52,54.29,45.00,2443.05,False,5
1278,147,2025-05-01,1211.82,1247.62,35.80,45.00,1611.00,False,5
1242,146,2025-05-01,1223.77,1262.12,38.35,45.00,1725.75,False,5
1206,145,2025-05-01,1235.16,1280.58,45.42,45.00,2043.90,False,5
2573,183,2025-04-01,1138.36,1195.93,57.57,45.00,2590.65,False,5
2537,182,2025-04-01,1261.19,1301.66,40.47,45.00,1821.15,False,5
2501,181,2025-04-01,1180.86,1234.23,53.37,45.00,2401.65,False,5
2465,180,2025-04-01,1059.22,1101.13,41.91,45.00,1885.95,False,5
2429,179,2025-04-01,1145.44,1186.48,41.04,45.00,1846.80,False,5
2393,178,2025-04-01,1093.00,1151.65,58.65,45.00,2639.25,False,5
2357,177,2025-04-01,1111.60,1162.01,50.41,45.00,2268.45,False,5
2321,176,2025-04-01,1104.34,1155.19,50.85,45.00,2288.25,False,5
2285,175,2025-04-01,1225.36,1257.12,31.76,45.00,1429.20,False,5
2249,174,2025-04-01,1226.84,1277.23,50.39,45.00,2267.55,False,5
2213,173,2025-04-01,1193.99,1251.19,57.20,45.00,2574.00,False,5
2177,172,2025-04-01,1159.80,1190.90,31.10,45.00,1399.50,False,5
2141,171,2025-04-01,1182.37,1245.04,62.67,45.00,2820.15,False,5
2105,170,2025-04-01,1105.29,1162.49,57.20,45.00,2574.00,False,5
2069,169,2025-04-01,1260.28,1301.89,41.61,45.00,1872.45,False,5
2033,168,2025-04-01,1210.52,1252.31,41.79,45.00,1880.55,False,5
1997,167,2025-04-01,1080.94,1122.34,41.40,45.00,1863.00,False,5
1961,166,2025-04-01,1211.39,1267.55,56.16,45.00,2527.20,False,5
1925,165,2025-04-01,1130.94,1183.63,52.69,45.00,2371.05,False,5
1889,164,2025-04-01,1256.18,1307.18,51.00,45.00,2295.00,False,5
1853,163,2025-04-01,1247.70,1307.74,60.04,45.00,2701.80,False,5
1817,162,2025-04-01,1245.15,1305.53,60.38,45.00,2717.10,False,5
1781,161,2025-04-01,1194.09,1265.29,71.20,45.00,3204.00,False,5
1745,160,2025-04-01,1173.10,1220.70,47.60,45.00,2142.00,False,5
1709,159,2025-04-01,1117.86,1174.20,56.34,45.00,2535.30,False,5
1673,158,2025-04-01,1187.45,1229.50,42.05,45.00,1892.25,False,5
1637,157,2025-04-01,1211.32,1250.71,39.39,45.00,1772.55,False,5
1601,156,2025-04-01,1211.29,1258.30,47.01,45.00,2115.45,False,5
1565,155,2025-04-01,1162.39,1206.77,44.38,45.00,1997.10,False,5
1529,154,2025-04-01,1189.74,1248.71,58.97,45.00,2653.65,False,5
1493,153,2025-04-01,1212.49,1245.08,32.59,45.00,1466.55,False,5
1457,152,2025-04-01,1074.55,1129.48,54.93,45.00,2471.85,False,5
1421,151,2025-04-01,1211.41,1244.39,32.98,45.00,1484.10,False,5
1385,150,2025-04-01,1082.99,1112.99,30.00,45.00,1350.00,False,5
1349,149,2025-04-01,1087.90,1141.07,53.17,45.00,2392.65,False,5
1313,148,2025-04-01,1099.69,1169.23,69.54,45.00,3129.30,False,5
1277,147,2025-04-01,1138.73,1211.82,73.09,45.00,3289.05,False,5
1241,146,2025-04-01,1175.58,1223.77,48.19,45.00,2168.55,False,5
1205,145,2025-04-01,1169.65,1235.16,65.51,45.00,2947.95,False,5
2572,183,2025-03-01,1095.32,1138.36,43.04,45.00,1936.80,False,5
2536,182,2025-03-01,1210.77,1261.19,50.42,45.00,2268.90,False,5
2500,181,2025-03-01,1150.86,1180.86,30.00,45.00,1350.00,False,5
2464,180,2025-03-01,1003.83,1059.22,55.39,45.00,2492.55,False,5
2428,179,2025-03-01,1107.44,1145.44,38.00,45.00,1710.00,False,5
2392,178,2025-03-01,1040.88,1093.00,52.12,45.00,2345.40,False,5
2356,177,2025-03-01,1056.23,1111.60,55.37,45.00,2491.65,False,5
2320,176,2025-03-01,1074.34,1104.34,30.00,45.00,1350.00,False,5
2284,175,2025-03-01,1161.70,1225.36,63.66,45.00,2864.70,False,5
2248,174,2025-03-01,1190.74,1226.84,36.10,45.00,1624.50,False,5
2212,173,2025-03-01,1124.69,1193.99,69.30,45.00,3118.50,False,5
2176,172,2025-03-01,1113.65,1159.80,46.15,45.00,2076.75,False,5
2140,171,2025-03-01,1136.67,1182.37,45.70,45.00,2056.50,False,5
2104,170,2025-03-01,1049.23,1105.29,56.06,45.00,2522.70,False,5
2068,169,2025-03-01,1211.32,1260.28,48.96,45.00,2203.20,False,5
2032,168,2025-03-01,1172.31,1210.52,38.21,45.00,1719.45,False,5
1996,167,2025-03-01,1030.93,1080.94,50.01,45.00,2250.45,False,5
1960,166,2025-03-01,1157.66,1211.39,53.73,45.00,2417.85,False,5
1924,165,2025-03-01,1086.37,1130.94,44.57,45.00,2005.65,False,5
1888,164,2025-03-01,1203.07,1256.18,53.11,45.00,2389.95,False,5
1852,163,2025-03-01,1189.51,1247.70,58.19,45.00,2618.55,False,5
1816,162,2025-03-01,1186.42,1245.15,58.73,45.00,2642.85,False,5
1780,161,2025-03-01,1126.92,1194.09,67.17,45.00,3022.65,False,5
1744,160,2025-03-01,1129.17,1173.10,43.93,45.00,1976.85,False,5
1708,159,2025-03-01,1062.35,1117.86,55.51,45.00,2497.95,False,5
1672,158,2025-03-01,1122.47,1187.45,64.98,45.00,2924.10,False,5
1636,157,2025-03-01,1154.43,1211.32,56.89,45.00,2560.05,False,5
1600,156,2025-03-01,1150.41,1211.29,60.88,45.00,2739.60,False,5
1564,155,2025-03-01,1098.92,1162.39,63.47,45.00,2856.15,False,5
1528,154,2025-03-01,1137.93,1189.74,51.81,45.00,2331.45,False,5
1492,153,2025-03-01,1155.16,1212.49,57.33,45.00,2579.85,False,5
1456,152,2025-03-01,1044.55,1074.55,30.00,45.00,1350.00,False,5
1420,151,2025-03-01,1159.65,1211.41,51.76,45.00,2329.20,False,5
1384,150,2025-03-01,1040.15,1082.99,42.84,45.00,1927.80,False,5
1348,149,2025-03-01,1053.75,1087.90,34.15,45.00,1536.75,False,5
1312,148,2025-03-01,1050.45,1099.69,49.24,45.00,2215.80,False,5
1276,147,2025-03-01,1082.04,1138.73,56.69,45.00,2551.05,False,5
1240,146,2025-03-01,1112.39,1175.58,63.19,45.00,2843.55,False,5
1204,145,2025-03-01,1111.33,1169.65,58.32,45.00,2624.40,False,5
2571,183,2025-02-01,1047.25,1095.32,48.07,45.00,2163.15,False,5
2535,182,2025-02-01,1165.97,1210.77,44.80,45.00,2016.00,False,5
2499,181,2025-02-01,1093.49,1150.86,57.37,45.00,2581.65,False,5
2463,180,2025-02-01,967.15,1003.83,36.68,45.00,1650.60,False,5
2427,179,2025-02-01,1055.93,1107.44,51.51,45.00,2317.95,False,5
2391,178,2025-02-01,997.48,1040.88,43.40,45.00,1953.00,False,5
2355,177,2025-02-01,995.83,1056.23,60.40,45.00,2718.00,False,5
2319,176,2025-02-01,1015.06,1074.34,59.28,45.00,2667.60,False,5
2283,175,2025-02-01,1097.38,1161.70,64.32,45.00,2894.40,False,5
2247,174,2025-02-01,1116.15,1190.74,74.59,45.00,3356.55,False,5
2211,173,2025-02-01,1063.64,1124.69,61.05,45.00,2747.25,False,5
2175,172,2025-02-01,1064.96,1113.65,48.69,45.00,2191.05,False,5
2139,171,2025-02-01,1090.56,1136.67,46.11,45.00,2074.95,False,5
2103,170,2025-02-01,991.93,1049.23,57.30,45.00,2578.50,False,5
2067,169,2025-02-01,1149.64,1211.32,61.68,45.00,2775.60,False,5
2031,168,2025-02-01,1120.44,1172.31,51.87,45.00,2334.15,False,5
1995,167,2025-02-01,969.35,1030.93,61.58,45.00,2771.10,False,5
1959,166,2025-02-01,1098.50,1157.66,59.16,45.00,2662.20,False,5
1923,165,2025-02-01,1036.69,1086.37,49.68,45.00,2235.60,False,5
1887,164,2025-02-01,1141.52,1203.07,61.55,45.00,2769.75,False,5
1851,163,2025-02-01,1153.36,1189.51,36.15,45.00,1626.75,False,5
1815,162,2025-02-01,1134.73,1186.42,51.69,45.00,2326.05,False,5
1779,161,2025-02-01,1079.44,1126.92,47.48,45.00,2136.60,False,5
1743,160,2025-02-01,1082.17,1129.17,47.00,45.00,2115.00,False,5
1707,159,2025-02-01,988.51,1062.35,73.84,45.00,3322.80,False,5
1671,158,2025-02-01,1077.04,1122.47,45.43,45.00,2044.35,False,5
1635,157,2025-02-01,1114.94,1154.43,39.49,45.00,1777.05,False,5
1599,156,2025-02-01,1113.54,1150.41,36.87,45.00,1659.15,False,5
1563,155,2025-02-01,1040.81,1098.92,58.11,45.00,2614.95,False,5
1527,154,2025-02-01,1075.68,1137.93,62.25,45.00,2801.25,False,5
1491,153,2025-02-01,1086.09,1155.16,69.07,45.00,3108.15,False,5
1455,152,2025-02-01,992.46,1044.55,52.09,45.00,2344.05,False,5
1419,151,2025-02-01,1099.28,1159.65,60.37,45.00,2716.65,False,5
1383,150,2025-02-01,990.47,1040.15,49.68,45.00,2235.60,False,5
1347,149,2025-02-01,1007.57,1053.75,46.18,45.00,2078.10,False,5
1311,148,2025-02-01,1007.97,1050.45,42.48,45.00,1911.60,False,5
1275,147,2025-02-01,1024.65,1082.04,57.39,45.00,2582.55,False,5
1239,146,2025-02-01,1069.99,1112.39,42.40,45.00,1908.00,False,5
1203,145,2025-02-01,1060.88,1111.33,50.45,45.00,2270.25,False,5
2570,183,2025-01-01,982.55,1047.25,64.70,45.00,2911.50,False,5
2534,182,2025-01-01,1109.08,1165.97,56.89,45.00,2560.05,False,5
2498,181,2025-01-01,1048.73,1093.49,44.76,45.00,2014.20,False,5
2462,180,2025-01-01,912.90,967.15,54.25,45.00,2441.25,False,5
2426,179,2025-01-01,1007.99,1055.93,47.94,45.00,2157.30,False,5
2390,178,2025-01-01,938.39,997.48,59.09,45.00,2659.05,False,5
2354,177,2025-01-01,963.67,995.83,32.16,45.00,1447.20,False,5
2318,176,2025-01-01,972.66,1015.06,42.40,45.00,1908.00,False,5
2282,175,2025-01-01,1063.06,1097.38,34.32,45.00,1544.40,False,5
2246,174,2025-01-01,1041.04,1116.15,75.11,45.00,3379.95,False,5
2210,173,2025-01-01,1033.64,1063.64,30.00,45.00,1350.00,False,5
2174,172,2025-01-01,1016.36,1064.96,48.60,45.00,2187.00,False,5
2138,171,2025-01-01,1038.93,1090.56,51.63,45.00,2323.35,False,5
2102,170,2025-01-01,943.29,991.93,48.64,45.00,2188.80,False,5
2066,169,2025-01-01,1071.43,1149.64,78.21,45.00,3519.45,False,5
2030,168,2025-01-01,1052.65,1120.44,67.79,45.00,3050.55,False,5
1994,167,2025-01-01,925.72,969.35,43.63,45.00,1963.35,False,5
1958,166,2025-01-01,1038.13,1098.50,60.37,45.00,2716.65,False,5
1922,165,2025-01-01,996.01,1036.69,40.68,45.00,1830.60,False,5
1886,164,2025-01-01,1071.55,1141.52,69.97,45.00,3148.65,False,5
1850,163,2025-01-01,1088.89,1153.36,64.47,45.00,2901.15,False,5
1814,162,2025-01-01,1072.93,1134.73,61.80,45.00,2781.00,False,5
1778,161,2025-01-01,1040.65,1079.44,38.79,45.00,1745.55,False,5
1742,160,2025-01-01,1022.35,1082.17,59.82,45.00,2691.90,False,5
1706,159,2025-01-01,926.21,988.51,62.30,45.00,2803.50,False,5
1670,158,2025-01-01,1032.50,1077.04,44.54,45.00,2004.30,False,5
1634,157,2025-01-01,1078.15,1114.94,36.79,45.00,1655.55,False,5
1598,156,2025-01-01,1063.64,1113.54,49.90,45.00,2245.50,False,5
1562,155,2025-01-01,1010.81,1040.81,30.00,45.00,1350.00,False,5
1526,154,2025-01-01,1010.88,1075.68,64.80,45.00,2916.00,False,5
1490,153,2025-01-01,1029.79,1086.09,56.30,45.00,2533.50,False,5
1454,152,2025-01-01,953.34,992.46,39.12,45.00,1760.40,False,5
1418,151,2025-01-01,1053.89,1099.28,45.39,45.00,2042.55,False,5
1382,150,2025-01-01,953.90,990.47,36.57,45.00,1645.65,False,5
1346,149,2025-01-01,963.94,1007.57,43.63,45.00,1963.35,False,5
1310,148,2025-01-01,970.55,1007.97,37.42,45.00,1683.90,False,5
1274,147,2025-01-01,994.65,1024.65,30.00,45.00,1350.00,False,5
1238,146,2025-01-01,1002.94,1069.99,67.05,45.00,3017.25,False,5
1202,145,2025-01-01,1014.22,1060.88,46.66,45.00,2099.70,False,5
2569,183,2024-12-01,942.74,982.55,39.81,45.00,1791.45,False,5
2533,182,2024-12-01,1049.71,1109.08,59.37,45.00,2671.65,False,5
2497,181,2024-12-01,1018.41,1048.73,30.32,45.00,1364.40,False,5
2461,180,2024-12-01,858.09,912.90,54.81,45.00,2466.45,False,5
2425,179,2024-12-01,959.74,1007.99,48.25,45.00,2171.25,False,5
2389,178,2024-12-01,898.22,938.39,40.17,45.00,1807.65,False,5
2353,177,2024-12-01,933.67,963.67,30.00,45.00,1350.00,False,5
2317,176,2024-12-01,939.42,972.66,33.24,45.00,1495.80,False,5
2281,175,2024-12-01,1024.46,1063.06,38.60,45.00,1737.00,False,5
2245,174,2024-12-01,988.35,1041.04,52.69,45.00,2371.05,False,5
2209,173,2024-12-01,958.28,1033.64,75.36,45.00,3391.20,False,5
2173,172,2024-12-01,964.38,1016.36,51.98,45.00,2339.10,False,5
2137,171,2024-12-01,1004.37,1038.93,34.56,45.00,1555.20,False,5
2101,170,2024-12-01,894.26,943.29,49.03,45.00,2206.35,False,5
2065,169,2024-12-01,1010.36,1071.43,61.07,45.00,2748.15,False,5
2029,168,2024-12-01,996.00,1052.65,56.65,45.00,2549.25,False,5
1993,167,2024-12-01,893.03,925.72,32.69,45.00,1471.05,False,5
1957,166,2024-12-01,999.38,1038.13,38.75,45.00,1743.75,False,5
1921,165,2024-12-01,938.96,996.01,57.05,45.00,2567.25,False,5
1885,164,2024-12-01,1026.89,1071.55,44.66,45.00,2009.70,False,5
1849,163,2024-12-01,1030.24,1088.89,58.65,45.00,2639.25,False,5
1813,162,2024-12-01,1023.36,1072.93,49.57,45.00,2230.65,False,5
1777,161,2024-12-01,998.42,1040.65,42.23,45.00,1900.35,False,5
1741,160,2024-12-01,965.31,1022.35,57.04,45.00,2566.80,False,5
1705,159,2024-12-01,884.89,926.21,41.32,45.00,1859.40,False,5
1669,158,2024-12-01,967.75,1032.50,64.75,45.00,2913.75,False,5
1633,157,2024-12-01,1032.15,1078.15,46.00,45.00,2070.00,False,5
1597,156,2024-12-01,1006.25,1063.64,57.39,45.00,2582.55,False,5
1561,155,2024-12-01,977.77,1010.81,33.04,45.00,1486.80,False,5
1525,154,2024-12-01,934.75,1010.88,76.13,45.00,3425.85,False,5
1489,153,2024-12-01,983.15,1029.79,46.64,45.00,2098.80,False,5
1453,152,2024-12-01,909.42,953.34,43.92,45.00,1976.40,False,5
1417,151,2024-12-01,1014.68,1053.89,39.21,45.00,1764.45,False,5
1381,150,2024-12-01,884.10,953.90,69.80,45.00,3141.00,False,5
1345,149,2024-12-01,925.61,963.94,38.33,45.00,1724.85,False,5
1309,148,2024-12-01,929.91,970.55,40.64,45.00,1828.80,False,5
1273,147,2024-12-01,948.49,994.65,46.16,45.00,2077.20,False,5
1237,146,2024-12-01,965.17,1002.94,37.77,45.00,1699.65,False,5
1201,145,2024-12-01,956.16,1014.22,58.06,45.00,2612.70,False,5
2568,183,2024-11-01,912.74,942.74,30.00,45.00,1350.00,False,5
2532,182,2024-11-01,1008.44,1049.71,41.27,45.00,1857.15,False,5
2496,181,2024-11-01,972.15,1018.41,46.26,45.00,2081.70,False,5
2460,180,2024-11-01,810.68,858.09,47.41,45.00,2133.45,False,5
2424,179,2024-11-01,899.97,959.74,59.77,45.00,2689.65,False,5
2388,178,2024-11-01,851.85,898.22,46.37,45.00,2086.65,False,5
2352,177,2024-11-01,903.67,933.67,30.00,45.00,1350.00,False,5
2316,176,2024-11-01,899.30,939.42,40.12,45.00,1805.40,False,5
2280,175,2024-11-01,975.70,1024.46,48.76,45.00,2194.20,False,5
2244,174,2024-11-01,943.19,988.35,45.16,45.00,2032.20,False,5
2208,173,2024-11-01,901.72,958.28,56.56,45.00,2545.20,False,5
2172,172,2024-11-01,934.38,964.38,30.00,45.00,1350.00,False,5
2136,171,2024-11-01,950.88,1004.37,53.49,45.00,2407.05,False,5
2100,170,2024-11-01,828.00,894.26,66.26,45.00,2981.70,False,5
2064,169,2024-11-01,965.74,1010.36,44.62,45.00,2007.90,False,5
2028,168,2024-11-01,946.37,996.00,49.63,45.00,2233.35,False,5
1992,167,2024-11-01,852.94,893.03,40.09,45.00,1804.05,False,5
1956,166,2024-11-01,934.93,999.38,64.45,45.00,2900.25,False,5
1920,165,2024-11-01,876.52,938.96,62.44,45.00,2809.80,False,5
1884,164,2024-11-01,965.01,1026.89,61.88,45.00,2784.60,False,5
1848,163,2024-11-01,974.49,1030.24,55.75,45.00,2508.75,False,5
1812,162,2024-11-01,970.41,1023.36,52.95,45.00,2382.75,False,5
1776,161,2024-11-01,915.96,998.42,82.46,45.00,3710.70,False,5
1740,160,2024-11-01,928.68,965.31,36.63,45.00,1648.35,False,5
1704,159,2024-11-01,829.44,884.89,55.45,45.00,2495.25,False,5
1668,158,2024-11-01,929.90,967.75,37.85,45.00,1703.25,False,5
1632,157,2024-11-01,983.48,1032.15,48.67,45.00,2190.15,False,5
1596,156,2024-11-01,949.01,1006.25,57.24,45.00,2575.80,False,5
1560,155,2024-11-01,941.06,977.77,36.71,45.00,1651.95,False,5
1524,154,2024-11-01,877.68,934.75,57.07,45.00,2568.15,False,5
1488,153,2024-11-01,932.66,983.15,50.49,45.00,2272.05,False,5
1452,152,2024-11-01,867.86,909.42,41.56,45.00,1870.20,False,5
1416,151,2024-11-01,947.81,1014.68,66.87,45.00,3009.15,False,5
1380,150,2024-11-01,831.60,884.10,52.50,45.00,2362.50,False,5
1344,149,2024-11-01,894.96,925.61,30.65,45.00,1379.25,False,5
1308,148,2024-11-01,890.91,929.91,39.00,45.00,1755.00,False,5
1272,147,2024-11-01,901.00,948.49,47.49,45.00,2137.05,False,5
1236,146,2024-11-01,916.09,965.17,49.08,45.00,2208.60,False,5
1200,145,2024-11-01,903.64,956.16,52.52,45.00,2363.40,False,5
2567,183,2024-10-01,868.30,912.74,44.44,45.00,1999.80,False,5
2531,182,2024-10-01,945.77,1008.44,62.67,45.00,2820.15,False,5
2495,181,2024-10-01,908.65,972.15,63.50,45.00,2857.50,False,5
2459,180,2024-10-01,778.66,810.68,32.02,45.00,1440.90,False,5
2423,179,2024-10-01,841.91,899.97,58.06,45.00,2612.70,False,5
2387,178,2024-10-01,793.38,851.85,58.47,45.00,2631.15,False,5
2351,177,2024-10-01,857.93,903.67,45.74,45.00,2058.30,False,5
2315,176,2024-10-01,849.24,899.30,50.06,45.00,2252.70,False,5
2279,175,2024-10-01,927.02,975.70,48.68,45.00,2190.60,False,5
2243,174,2024-10-01,891.34,943.19,51.85,45.00,2333.25,False,5
2207,173,2024-10-01,838.10,901.72,63.62,45.00,2862.90,False,5
2171,172,2024-10-01,891.15,934.38,43.23,45.00,1945.35,False,5
2135,171,2024-10-01,902.88,950.88,48.00,45.00,2160.00,False,5
2099,170,2024-10-01,788.05,828.00,39.95,45.00,1797.75,False,5
2063,169,2024-10-01,910.90,965.74,54.84,45.00,2467.80,False,5
2027,168,2024-10-01,900.95,946.37,45.42,45.00,2043.90,False,5
